age,people_complete,filed_date,report_date
65+,429428,2021-03-20,2021-03-22
Unknown/missing,2,2021-03-20,2021-03-22
16-17,834,2021-03-19,2021-03-21
18-49,258291,2021-03-19,2021-03-21
50-64,157611,2021-03-19,2021-03-21
65+,423122,2021-03-19,2021-03-21
Unknown/missing,2,2021-03-19,2021-03-21
16-17,819,2021-03-18,2021-03-20
18-49,253059,2021-03-18,2021-03-20
50-64,154073,2021-03-18,2021-03-20
65+,408335,2021-03-18,2021-03-20
Unknown/missing,3,2021-03-18,2021-03-20
16-17,806,2021-03-17,2021-03-19
18-49,249544,2021-03-17,2021-03-19
50-64,151373,2021-03-17,2021-03-19
65+,386770,2021-03-17,2021-03-19
Unknown/missing,2,2021-03-17,2021-03-19
16-17,775,2021-03-16,2021-03-18
18-49,244700,2021-03-16,2021-03-18
50-64,147919,2021-03-16,2021-03-18
65+,370879,2021-03-16,2021-03-18
Unknown/missing,2,2021-03-16,2021-03-18
16-17,754,2021-03-15,2021-03-17
18-49,241753,2021-03-15,2021-03-17
50-64,145978,2021-03-15,2021-03-17
65+,358342,2021-03-15,2021-03-17
Unknown/missing,2,2021-03-15,2021-03-17
16-17,743,2021-03-14,2021-03-16
18-49,239381,2021-03-14,2021-03-16
50-64,144116,2021-03-14,2021-03-16
65+,345051,2021-03-14,2021-03-16
Unknown/missing,3,2021-03-14,2021-03-16
16-17,742,2021-03-13,2021-03-15
18-49,238382,2021-03-13,2021-03-15
50-64,142968,2021-03-13,2021-03-15
65+,342597,2021-03-13,2021-03-15
Unknown/missing,3,2021-03-13,2021-03-15
16-17,739,2021-03-12,2021-03-14
18-49,235172,2021-03-12,2021-03-14
50-64,140275,2021-03-12,2021-03-14
65+,331588,2021-03-12,2021-03-14
Unknown/missing,2,2021-03-12,2021-03-14
16-17,730,2021-03-11,2021-03-13
18-49,229627,2021-03-11,2021-03-13
50-64,136610,2021-03-11,2021-03-13
65+,316065,2021-03-11,2021-03-13
Unknown/missing,2,2021-03-11,2021-03-13
16-17,717,2021-03-10,2021-03-12
18-49,224865,2021-03-10,2021-03-12
50-64,132698,2021-03-10,2021-03-12
65+,301737,2021-03-10,2021-03-12
Unknown/missing,2,2021-03-10,2021-03-12
16-17,700,2021-03-09,2021-03-11
18-49,221208,2021-03-09,2021-03-11
50-64,129533,2021-03-09,2021-03-11
65+,291258,2021-03-09,2021-03-11
Unknown/missing,2,2021-03-09,2021-03-11
16-17,675,2021-03-08,2021-03-10
18-49,214978,2021-03-08,2021-03-10
50-64,124711,2021-03-08,2021-03-10
65+,275066,2021-03-08,2021-03-10
Unknown/missing,2,2021-03-08,2021-03-10
16-17,672,2021-03-07,2021-03-09
18-49,212423,2021-03-07,2021-03-09
50-64,122896,2021-03-07,2021-03-09
65+,266630,2021-03-07,2021-03-09
Unknown/missing,2,2021-03-07,2021-03-09
16-17,672,2021-03-06,2021-03-08
18-49,209992,2021-03-06,2021-03-08
50-64,121137,2021-03-06,2021-03-08
65+,260331,2021-03-06,2021-03-08
Unknown/missing,2,2021-03-06,2021-03-08
16-17,662,2021-03-05,2021-03-07
18-49,203803,2021-03-05,2021-03-07
50-64,117041,2021-03-05,2021-03-07
65+,248531,2021-03-05,2021-03-07
Unknown/missing,1,2021-03-05,2021-03-07
16-17,655,2021-03-04,2021-03-06
18-49,196932,2021-03-04,2021-03-06
50-64,112253,2021-03-04,2021-03-06
65+,233855,2021-03-04,2021-03-06
Unknown/missing,1,2021-03-04,2021-03-06
16-17,634,2021-03-03,2021-03-05
18-49,190565,2021-03-03,2021-03-05
50-64,107738,2021-03-03,2021-03-05
65+,217484,2021-03-03,2021-03-05
Unknown/missing,1,2021-03-03,2021-03-05
16-17,620,2021-03-02,2021-03-04
18-49,187140,2021-03-02,2021-03-04
50-64,105225,2021-03-02,2021-03-04
65+,207202,2021-03-02,2021-03-04
Unknown/Missing,1,2021-03-02,2021-03-04
16-17,609,2021-03-01,2021-03-03
18-49,183974,2021-03-01,2021-03-03
50-64,103185,2021-03-01,2021-03-03
65+,196614,2021-03-01,2021-03-03
Unknown/Missing,1,2021-03-01,2021-03-03
16-17,603,2021-02-28,2021-03-02
18-49,181674,2021-02-28,2021-03-02
50-64,101627,2021-02-28,2021-03-02
65+,188884,2021-02-28,2021-03-02
Unknown/Missing,1,2021-02-28,2021-03-02
16-17,601,2021-02-27,2021-03-01
18-49,178815,2021-02-27,2021-03-01
50-64,100082,2021-02-27,2021-03-01
65+,187802,2021-02-27,2021-03-01
Unknown/Missing,0,2021-02-27,2021-03-01
16-17,585,2021-02-26,2021-02-28
18-49,173068,2021-02-26,2021-02-28
50-64,96914,2021-02-26,2021-02-28
65+,181995,2021-02-26,2021-02-28
Unknown/Missing,0,2021-02-26,2021-02-28
16-17,560,2021-02-25,2021-02-27
18-49,166654,2021-02-25,2021-02-27
50-64,93160,2021-02-25,2021-02-27
65+,170445,2021-02-25,2021-02-27
Unknown/Missing,0,2021-02-25,2021-02-27
16-17,544,2021-02-24,2021-02-26
18-49,159819,2021-02-24,2021-02-26
50-64,89025,2021-02-24,2021-02-26
65+,156604,2021-02-24,2021-02-26
Unknown/Missing,0,2021-02-24,2021-02-26
16-17,533,2021-02-23,2021-02-25
18-49,155553,2021-02-23,2021-02-25
50-64,86193,2021-02-23,2021-02-25
65+,143977,2021-02-23,2021-02-25
Unknown/Missing,0,2021-02-23,2021-02-25
16-17,525,2021-02-22,2021-02-24
18-49,152177,2021-02-22,2021-02-24
50-64,84140,2021-02-22,2021-02-24
65+,134139,2021-02-22,2021-02-24
Unknown/Missing,0,2021-02-22,2021-02-24
16-17,523,2021-02-21,2021-02-23
18-49,150020,2021-02-21,2021-02-23
50-64,82812,2021-02-21,2021-02-23
65+,128800,2021-02-21,2021-02-23
Unknown/Missing,1,2021-02-21,2021-02-23
16-17,520,2021-02-20,2021-02-22
18-49,148841,2021-02-20,2021-02-22
50-64,81854,2021-02-20,2021-02-22
65+,125695,2021-02-20,2021-02-22
Unknown/Missing,1,2021-02-20,2021-02-22
16-17,511,2021-02-19,2021-02-21
18-49,146452,2021-02-19,2021-02-21
50-64,79963,2021-02-19,2021-02-21
65+,114405,2021-02-19,2021-02-21
Unknown/Missing,1,2021-02-19,2021-02-21
16-17,490,2021-02-18,2021-02-20
18-49,139473,2021-02-18,2021-02-20
50-64,75842,2021-02-18,2021-02-20
65+,99479,2021-02-18,2021-02-20
Unknown/Missing,0,2021-02-18,2021-02-20
16-17,449,2021-02-17,2021-02-19
18-49,132840,2021-02-17,2021-02-19
50-64,71574,2021-02-17,2021-02-19
65+,81680,2021-02-17,2021-02-19
Unknown/Missing,0,2021-02-17,2021-02-19
16-17,426,2021-02-16,2021-02-18
18-49,126783,2021-02-16,2021-02-18
50-64,67840,2021-02-16,2021-02-18
65+,69072,2021-02-16,2021-02-18
Unknown/Missing,1,2021-02-16,2021-02-18
16-17,375,2021-02-15,2021-02-17
18-49,120824,2021-02-15,2021-02-17
50-64,64470,2021-02-15,2021-02-17
65+,60761,2021-02-15,2021-02-17
Unknown/Missing,1,2021-02-15,2021-02-17
16-17,372,2021-02-14,2021-02-16
18-49,119086,2021-02-14,2021-02-16
50-64,63496,2021-02-14,2021-02-16
65+,57072,2021-02-14,2021-02-16
Unknown/Missing,1,2021-02-14,2021-02-16
16-17,369,2021-02-13,2021-02-15
18-49,118680,2021-02-13,2021-02-15
50-64,63216,2021-02-13,2021-02-15
65+,55838,2021-02-13,2021-02-15
Unknown/Missing,1,2021-02-13,2021-02-15
16-17,361,2021-02-12,2021-02-14
18-49,116112,2021-02-12,2021-02-14
50-64,61227,2021-02-12,2021-02-14
65+,49850,2021-02-12,2021-02-14
Unknown/Missing,1,2021-02-12,2021-02-14
16-17,337,2021-02-11,2021-02-13
18-49,110669,2021-02-11,2021-02-13
50-64,57352,2021-02-11,2021-02-13
65+,40652,2021-02-11,2021-02-13
<16,0,2021-02-11,2021-02-13
16-17,295,2021-02-10,2021-02-12
18-49,105053,2021-02-10,2021-02-12
50-64,53671,2021-02-10,2021-02-12
65+,30883,2021-02-10,2021-02-12
Unknown/Missing,0,2021-02-10,2021-02-12
16-17,256,2021-02-09,2021-02-11
18-49,100279,2021-02-09,2021-02-11
50-64,50724,2021-02-09,2021-02-11
65+,25980,2021-02-09,2021-02-11
Unknown/Missing,0,2021-02-09,2021-02-11
16-17,242,2021-02-08,2021-02-10
18-49,96297,2021-02-08,2021-02-10
50-64,48549,2021-02-08,2021-02-10
65+,23407,2021-02-08,2021-02-10
Unknown/Missing,0,2021-02-08,2021-02-10
16-17,231,2021-02-07,2021-02-09
18-49,93531,2021-02-07,2021-02-09
50-64,47007,2021-02-07,2021-02-09
65+,21363,2021-02-07,2021-02-09
Unknown/Missing,0,2021-02-07,2021-02-09
16-17,NA,2021-02-06,2021-02-08
18-49,NA,2021-02-06,2021-02-08
50-64,NA,2021-02-06,2021-02-08
65+,NA,2021-02-06,2021-02-08
Unknown/Missing,NA,2021-02-06,2021-02-08
16-17,NA,2021-02-05,2021-02-07
18-49,NA,2021-02-05,2021-02-07
50-64,NA,2021-02-05,2021-02-07
65+,NA,2021-02-05,2021-02-07
Unknown/Missing,NA,2021-02-05,2021-02-07
16-17,NA,2021-02-04,2021-02-06
18-49,NA,2021-02-04,2021-02-06
50-64,NA,2021-02-04,2021-02-06
65+,NA,2021-02-04,2021-02-06
Unknown/Missing,NA,2021-02-04,2021-02-06
16-17,NA,2021-02-03,2021-02-05
18-49,NA,2021-02-03,2021-02-05
50-64,NA,2021-02-03,2021-02-05
65+,NA,2021-02-03,2021-02-05
Unknown/Missing,NA,2021-02-03,2021-02-05
16-17,NA,2021-02-02,2021-02-04
18-49,NA,2021-02-02,2021-02-04
50-64,NA,2021-02-02,2021-02-04
65+,NA,2021-02-02,2021-02-04
Unknown/Missing,NA,2021-02-02,2021-02-04
16-17,NA,2021-02-01,2021-02-03
18-49,NA,2021-02-01,2021-02-03
50-64,NA,2021-02-01,2021-02-03
65+,NA,2021-02-01,2021-02-03
Unknown/Missing,NA,2021-02-01,2021-02-03
16-17,NA,2021-01-31,2021-02-02
18-49,NA,2021-01-31,2021-02-02
50-64,NA,2021-01-31,2021-02-02
65+,NA,2021-01-31,2021-02-02
Unknown/Missing,NA,2021-01-31,2021-02-02
16-17,NA,2021-01-30,2021-02-01
18-49,NA,2021-01-30,2021-02-01
50-64,NA,2021-01-30,2021-02-01
65+,NA,2021-01-30,2021-02-01
Unknown/Missing,NA,2021-01-30,2021-02-01
16-17,NA,2021-01-29,2021-01-31
18-49,NA,2021-01-29,2021-01-31
50-64,NA,2021-01-29,2021-01-31
65+,NA,2021-01-29,2021-01-31
Unknown/Missing,NA,2021-01-29,2021-01-31
16-17,NA,2021-01-28,2021-01-30
18-49,NA,2021-01-28,2021-01-30
50-64,NA,2021-01-28,2021-01-30
65+,NA,2021-01-28,2021-01-30
Unknown/Missing,NA,2021-01-28,2021-01-30
16-17,NA,2021-01-27,2021-01-29
18-49,NA,2021-01-27,2021-01-29
50-64,NA,2021-01-27,2021-01-29
65+,NA,2021-01-27,2021-01-29
Unknown/Missing,NA,2021-01-27,2021-01-29
16-17,NA,2021-01-26,2021-01-28
18-49,NA,2021-01-26,2021-01-28
50-64,NA,2021-01-26,2021-01-28
65+,NA,2021-01-26,2021-01-28
Unknown/Missing,NA,2021-01-26,2021-01-28
16-17,NA,2021-01-25,2021-01-27
18-49,NA,2021-01-25,2021-01-27
50-64,NA,2021-01-25,2021-01-27
65+,NA,2021-01-25,2021-01-27
Unknown/Missing,NA,2021-01-25,2021-01-27
16-17,NA,2021-01-24,2021-01-26
18-49,NA,2021-01-24,2021-01-26
50-64,NA,2021-01-24,2021-01-26
65+,NA,2021-01-24,2021-01-26
Unknown/Missing,NA,2021-01-24,2021-01-26
16-17,NA,2021-01-22,2021-01-25
18-49,NA,2021-01-22,2021-01-25
50-64,NA,2021-01-22,2021-01-25
65+,NA,2021-01-22,2021-01-25
Unknown/Missing,NA,2021-01-22,2021-01-25
16-17,NA,2021-01-21,2021-01-24
18-49,NA,2021-01-21,2021-01-24
50-64,NA,2021-01-21,2021-01-24
65+,NA,2021-01-21,2021-01-24
Unknown/Missing,NA,2021-01-21,2021-01-24
16-17,NA,2021-01-20,2021-01-23
18-49,NA,2021-01-20,2021-01-23
50-64,NA,2021-01-20,2021-01-23
65+,NA,2021-01-20,2021-01-23
Unknown/Missing,NA,2021-01-20,2021-01-23
16-17,NA,2021-01-19,2021-01-22
18-49,NA,2021-01-19,2021-01-22
50-64,NA,2021-01-19,2021-01-22
65+,NA,2021-01-19,2021-01-22
Unknown/Missing,NA,2021-01-19,2021-01-22
16-17,NA,2021-01-18,2021-01-21
18-49,NA,2021-01-18,2021-01-21
50-64,NA,2021-01-18,2021-01-21
65+,NA,2021-01-18,2021-01-21
Unknown/Missing,NA,2021-01-18,2021-01-21
16-17,NA,2021-01-17,2021-01-20
18-49,NA,2021-01-17,2021-01-20
50-64,NA,2021-01-17,2021-01-20
65+,NA,2021-01-17,2021-01-20
Unknown/Missing,NA,2021-01-17,2021-01-20
16-17,NA,2021-01-16,2021-01-19
18-49,NA,2021-01-16,2021-01-19
50-64,NA,2021-01-16,2021-01-19
65+,NA,2021-01-16,2021-01-19
Unknown/Missing,NA,2021-01-16,2021-01-19
16-17,NA,2021-01-15,2021-01-18
18-49,NA,2021-01-15,2021-01-18
50-64,NA,2021-01-15,2021-01-18
65+,NA,2021-01-15,2021-01-18
Unknown/Missing,NA,2021-01-15,2021-01-18
16-17,NA,2021-01-14,2021-01-17
18-49,NA,2021-01-14,2021-01-17
50-64,NA,2021-01-14,2021-01-17
65+,NA,2021-01-14,2021-01-17
Unknown/Missing,NA,2021-01-14,2021-01-17
16-17,NA,2021-01-13,2021-01-16
18-49,NA,2021-01-13,2021-01-16
50-64,NA,2021-01-13,2021-01-16
65+,NA,2021-01-13,2021-01-16
Unknown/Missing,NA,2021-01-13,2021-01-16
16-17,NA,2021-01-12,2021-01-15
18-49,NA,2021-01-12,2021-01-15
50-64,NA,2021-01-12,2021-01-15
65+,NA,2021-01-12,2021-01-15
Unknown/Missing,NA,2021-01-12,2021-01-15
16-17,NA,NA,2021-01-14
18-49,NA,NA,2021-01-14
50-64,NA,NA,2021-01-14
65+,NA,NA,2021-01-14
Unknown/Missing,NA,NA,2021-01-14
16-17,NA,NA,2021-01-13
18-49,NA,NA,2021-01-13
50-64,NA,NA,2021-01-13
65+,NA,NA,2021-01-13
Unknown/Missing,NA,NA,2021-01-13
16-17,NA,NA,2021-01-12
18-49,NA,NA,2021-01-12
50-64,NA,NA,2021-01-12
65+,NA,NA,2021-01-12
Unknown/Missing,NA,NA,2021-01-12
