product,doses_shipped,filed_date,report_date,is_ltc
Moderna,1854180,2021-09-29,2021-09-30,General population
Pfizer,2949705,2021-09-29,2021-09-30,General population
Johnson & Johnson,243700,2021-09-29,2021-09-30,General population
Moderna,1081100,2021-09-29,2021-09-30,Long-term care
Pfizer,1284300,2021-09-29,2021-09-30,Long-term care
Johnson & Johnson,120000,2021-09-29,2021-09-30,Long-term care
Moderna,1854180,2021-09-28,2021-09-29,General population
Pfizer,2949705,2021-09-28,2021-09-29,General population
Johnson & Johnson,243700,2021-09-28,2021-09-29,General population
Moderna,1079360,2021-09-28,2021-09-29,Long-term care
Pfizer,1283130,2021-09-28,2021-09-29,Long-term care
Johnson & Johnson,120000,2021-09-28,2021-09-29,Long-term care
Moderna,1841440,2021-09-27,2021-09-28,General population
Pfizer,2946195,2021-09-27,2021-09-28,General population
Johnson & Johnson,242000,2021-09-27,2021-09-28,General population
Moderna,1077440,2021-09-27,2021-09-28,Long-term care
Pfizer,1280790,2021-09-27,2021-09-28,Long-term care
Johnson & Johnson,118500,2021-09-27,2021-09-28,Long-term care
Moderna,1841440,2021-09-24,2021-09-27,General population
Pfizer,2933325,2021-09-24,2021-09-27,General population
Johnson & Johnson,242000,2021-09-24,2021-09-27,General population
Moderna,1076880,2021-09-24,2021-09-27,Long-term care
Pfizer,1280790,2021-09-24,2021-09-27,Long-term care
Johnson & Johnson,118500,2021-09-24,2021-09-27,Long-term care
Moderna,1838220,2021-09-23,2021-09-24,General population
Pfizer,2922795,2021-09-23,2021-09-24,General population
Johnson & Johnson,240900,2021-09-23,2021-09-24,General population
Moderna,1070020,2021-09-23,2021-09-24,Long-term care
Pfizer,1269090,2021-09-23,2021-09-24,Long-term care
Johnson & Johnson,117800,2021-09-23,2021-09-24,Long-term care
Moderna,1838220,2021-09-22,2021-09-23,General population
Pfizer,2922795,2021-09-22,2021-09-23,General population
Johnson & Johnson,240900,2021-09-22,2021-09-23,General population
Moderna,1063440,2021-09-22,2021-09-23,Long-term care
Pfizer,1266750,2021-09-22,2021-09-23,Long-term care
Johnson & Johnson,117800,2021-09-22,2021-09-23,Long-term care
Moderna,1830940,2021-09-21,2021-09-22,General population
Pfizer,2918115,2021-09-21,2021-09-22,General population
Johnson & Johnson,237800,2021-09-21,2021-09-22,General population
Moderna,1058260,2021-09-21,2021-09-22,Long-term care
Pfizer,1263240,2021-09-21,2021-09-22,Long-term care
Johnson & Johnson,117800,2021-09-21,2021-09-22,Long-term care
Moderna,1828440,2021-09-20,2021-09-21,General population
Pfizer,2914605,2021-09-20,2021-09-21,General population
Johnson & Johnson,237800,2021-09-20,2021-09-21,General population
Moderna,1057260,2021-09-20,2021-09-21,Long-term care
Pfizer,1258560,2021-09-20,2021-09-21,Long-term care
Johnson & Johnson,117800,2021-09-20,2021-09-21,Long-term care
Moderna,1827640,2021-09-16,2021-09-20,General population
Pfizer,2897055,2021-09-16,2021-09-20,General population
Johnson & Johnson,236400,2021-09-16,2021-09-20,General population
Moderna,1054780,2021-09-16,2021-09-20,Long-term care
Pfizer,1233990,2021-09-16,2021-09-20,Long-term care
Johnson & Johnson,117700,2021-09-16,2021-09-20,Long-term care
Moderna,1827640,2021-09-16,2021-09-17,General population
Pfizer,2897055,2021-09-16,2021-09-17,General population
Johnson & Johnson,236400,2021-09-16,2021-09-17,General population
Moderna,1054780,2021-09-16,2021-09-17,Long-term care
Pfizer,1233990,2021-09-16,2021-09-17,Long-term care
Johnson & Johnson,117700,2021-09-16,2021-09-17,Long-term care
Moderna,1826240,2021-09-15,2021-09-16,General population
Pfizer,2884185,2021-09-15,2021-09-16,General population
Johnson & Johnson,234900,2021-09-15,2021-09-16,General population
Moderna,1050620,2021-09-15,2021-09-16,Long-term care
Pfizer,1230480,2021-09-15,2021-09-16,Long-term care
Johnson & Johnson,116800,2021-09-15,2021-09-16,Long-term care
Moderna,1824160,2021-09-14,2021-09-15,General population
Pfizer,2884185,2021-09-14,2021-09-15,General population
Johnson & Johnson,229100,2021-09-14,2021-09-15,General population
Moderna,1044900,2021-09-14,2021-09-15,Long-term care
Pfizer,1225800,2021-09-14,2021-09-15,Long-term care
Johnson & Johnson,116800,2021-09-14,2021-09-15,Long-term care
Moderna,1818940,2021-09-10,2021-09-14,General population
Pfizer,2880675,2021-09-10,2021-09-14,General population
Johnson & Johnson,227100,2021-09-10,2021-09-14,General population
Moderna,1037820,2021-09-10,2021-09-14,Long-term care
Pfizer,1225800,2021-09-10,2021-09-14,Long-term care
Johnson & Johnson,116800,2021-09-10,2021-09-14,Long-term care
Moderna,1818940,2021-09-10,2021-09-13,General population
Pfizer,2878335,2021-09-10,2021-09-13,General population
Johnson & Johnson,222800,2021-09-10,2021-09-13,General population
Moderna,1035860,2021-09-10,2021-09-13,Long-term care
Pfizer,1221120,2021-09-10,2021-09-13,Long-term care
Johnson & Johnson,116800,2021-09-10,2021-09-13,Long-term care
Moderna,1818140,2021-09-09,2021-09-10,General population
Pfizer,2870145,2021-09-09,2021-09-10,General population
Johnson & Johnson,222800,2021-09-09,2021-09-10,General population
Moderna,1033640,2021-09-09,2021-09-10,Long-term care
Pfizer,1196550,2021-09-09,2021-09-10,Long-term care
Johnson & Johnson,116800,2021-09-09,2021-09-10,Long-term care
Moderna,1816360,2021-09-08,2021-09-09,General population
Pfizer,2870145,2021-09-08,2021-09-09,General population
Johnson & Johnson,222800,2021-09-08,2021-09-09,General population
Moderna,1026040,2021-09-08,2021-09-09,Long-term care
Pfizer,1196550,2021-09-08,2021-09-09,Long-term care
Johnson & Johnson,116800,2021-09-08,2021-09-09,Long-term care
Moderna,1812660,2021-09-07,2021-09-08,General population
Pfizer,2864295,2021-09-07,2021-09-08,General population
Johnson & Johnson,222800,2021-09-07,2021-09-08,General population
Moderna,1019800,2021-09-07,2021-09-08,Long-term care
Pfizer,1194210,2021-09-07,2021-09-08,Long-term care
Johnson & Johnson,116800,2021-09-07,2021-09-08,Long-term care
Moderna,1812660,2021-09-03,2021-09-07,General population
Pfizer,2863125,2021-09-03,2021-09-07,General population
Johnson & Johnson,222800,2021-09-03,2021-09-07,General population
Moderna,1019800,2021-09-03,2021-09-07,Long-term care
Pfizer,1188360,2021-09-03,2021-09-07,Long-term care
Johnson & Johnson,116800,2021-09-03,2021-09-07,Long-term care
Moderna,1811020,2021-09-02,2021-09-03,General population
Pfizer,2844405,2021-09-02,2021-09-03,General population
Johnson & Johnson,222800,2021-09-02,2021-09-03,General population
Moderna,1016700,2021-09-02,2021-09-03,Long-term care
Pfizer,1174320,2021-09-02,2021-09-03,Long-term care
Johnson & Johnson,116800,2021-09-02,2021-09-03,Long-term care
Moderna,1810480,2021-09-01,2021-09-02,General population
Pfizer,2826855,2021-09-01,2021-09-02,General population
Johnson & Johnson,222800,2021-09-01,2021-09-02,General population
Moderna,1010740,2021-09-01,2021-09-02,Long-term care
Pfizer,1166130,2021-09-01,2021-09-02,Long-term care
Johnson & Johnson,116800,2021-09-01,2021-09-02,Long-term care
Moderna,1808780,2021-08-31,2021-09-01,General population
Pfizer,2808135,2021-08-31,2021-09-01,General population
Johnson & Johnson,222800,2021-08-31,2021-09-01,General population
Moderna,1001180,2021-08-31,2021-09-01,Long-term care
Pfizer,1159110,2021-08-31,2021-09-01,Long-term care
Johnson & Johnson,116800,2021-08-31,2021-09-01,Long-term care
Moderna,1803560,2021-08-30,2021-08-31,General population
Pfizer,2803455,2021-08-30,2021-08-31,General population
Johnson & Johnson,222800,2021-08-30,2021-08-31,General population
Moderna,998520,2021-08-30,2021-08-31,Long-term care
Pfizer,1157940,2021-08-30,2021-08-31,Long-term care
Johnson & Johnson,116800,2021-08-30,2021-08-31,Long-term care
Moderna,1803560,2021-08-27,2021-08-30,General population
Pfizer,2778885,2021-08-27,2021-08-30,General population
Johnson & Johnson,222800,2021-08-27,2021-08-30,General population
Moderna,997400,2021-08-27,2021-08-30,Long-term care
Pfizer,1153260,2021-08-27,2021-08-30,Long-term care
Johnson & Johnson,116800,2021-08-27,2021-08-30,Long-term care
Moderna,1802620,2021-08-26,2021-08-27,General population
Pfizer,2777715,2021-08-26,2021-08-27,General population
Johnson & Johnson,222800,2021-08-26,2021-08-27,General population
Moderna,994240,2021-08-26,2021-08-27,Long-term care
Pfizer,1147410,2021-08-26,2021-08-27,Long-term care
Johnson & Johnson,116800,2021-08-26,2021-08-27,Long-term care
Moderna,1798840,2021-08-25,2021-08-26,General population
Pfizer,2749635,2021-08-25,2021-08-26,General population
Johnson & Johnson,222800,2021-08-25,2021-08-26,General population
Moderna,989120,2021-08-25,2021-08-26,Long-term care
Pfizer,1108800,2021-08-25,2021-08-26,Long-term care
Johnson & Johnson,116800,2021-08-25,2021-08-26,Long-term care
Moderna,1798300,2021-08-24,2021-08-25,General population
Pfizer,2741625,2021-08-24,2021-08-25,General population
Johnson & Johnson,222800,2021-08-24,2021-08-25,General population
Moderna,979360,2021-08-24,2021-08-25,Long-term care
Pfizer,1103340,2021-08-24,2021-08-25,Long-term care
Johnson & Johnson,116800,2021-08-24,2021-08-25,Long-term care
Moderna,1795600,2021-08-23,2021-08-24,General population
Pfizer,2741625,2021-08-23,2021-08-24,General population
Johnson & Johnson,222800,2021-08-23,2021-08-24,General population
Moderna,975360,2021-08-23,2021-08-24,Long-term care
Pfizer,1103340,2021-08-23,2021-08-24,Long-term care
Johnson & Johnson,116800,2021-08-23,2021-08-24,Long-term care
Moderna,1794760,2021-08-20,2021-08-23,General population
Pfizer,2737755,2021-08-20,2021-08-23,General population
Johnson & Johnson,222800,2021-08-20,2021-08-23,General population
Moderna,975360,2021-08-20,2021-08-23,Long-term care
Pfizer,1103340,2021-08-20,2021-08-23,Long-term care
Johnson & Johnson,116800,2021-08-20,2021-08-23,Long-term care
Moderna,1792800,2021-08-19,2021-08-20,General population
Pfizer,2730015,2021-08-19,2021-08-20,General population
Johnson & Johnson,222800,2021-08-19,2021-08-20,General population
Moderna,969060,2021-08-19,2021-08-20,Long-term care
Pfizer,1088400,2021-08-19,2021-08-20,Long-term care
Johnson & Johnson,116800,2021-08-19,2021-08-20,Long-term care
Moderna,1782720,2021-08-18,2021-08-19,General population
Pfizer,2718765,2021-08-18,2021-08-19,General population
Johnson & Johnson,222800,2021-08-18,2021-08-19,General population
Moderna,967100,2021-08-18,2021-08-19,Long-term care
Pfizer,1045920,2021-08-18,2021-08-19,Long-term care
Johnson & Johnson,116800,2021-08-18,2021-08-19,Long-term care
Moderna,1782720,2021-08-17,2021-08-18,General population
Pfizer,2695815,2021-08-17,2021-08-18,General population
Johnson & Johnson,222800,2021-08-17,2021-08-18,General population
Moderna,933780,2021-08-17,2021-08-18,Long-term care
Pfizer,1032420,2021-08-17,2021-08-18,Long-term care
Johnson & Johnson,116800,2021-08-17,2021-08-18,Long-term care
Moderna,1775860,2021-08-16,2021-08-17,General population
Pfizer,2680065,2021-08-16,2021-08-17,General population
Johnson & Johnson,222800,2021-08-16,2021-08-17,General population
Moderna,918380,2021-08-16,2021-08-17,Long-term care
Pfizer,1027470,2021-08-16,2021-08-17,Long-term care
Johnson & Johnson,116800,2021-08-16,2021-08-17,Long-term care
Moderna,1771660,2021-08-13,2021-08-16,General population
Pfizer,2657565,2021-08-13,2021-08-16,General population
Johnson & Johnson,222800,2021-08-13,2021-08-16,General population
Moderna,909420,2021-08-13,2021-08-16,Long-term care
Pfizer,1008720,2021-08-13,2021-08-16,Long-term care
Johnson & Johnson,116800,2021-08-13,2021-08-16,Long-term care
Moderna,1770960,2021-08-12,2021-08-13,General population
Pfizer,2657565,2021-08-12,2021-08-13,General population
Johnson & Johnson,222800,2021-08-12,2021-08-13,General population
Moderna,905780,2021-08-12,2021-08-13,Long-term care
Pfizer,1005570,2021-08-12,2021-08-13,Long-term care
Johnson & Johnson,116800,2021-08-12,2021-08-13,Long-term care
Moderna,1770960,2021-08-11,2021-08-12,General population
Pfizer,2656215,2021-08-11,2021-08-12,General population
Johnson & Johnson,222800,2021-08-11,2021-08-12,General population
Moderna,895600,2021-08-11,2021-08-12,Long-term care
Pfizer,965520,2021-08-11,2021-08-12,Long-term care
Johnson & Johnson,116800,2021-08-11,2021-08-12,Long-term care
Moderna,1770960,2021-08-10,2021-08-11,General population
Pfizer,2656215,2021-08-10,2021-08-11,General population
Johnson & Johnson,222800,2021-08-10,2021-08-11,General population
Moderna,885900,2021-08-10,2021-08-11,Long-term care
Pfizer,961020,2021-08-10,2021-08-11,Long-term care
Johnson & Johnson,116800,2021-08-10,2021-08-11,Long-term care
Moderna,1770540,2021-08-09,2021-08-10,General population
Pfizer,2654865,2021-08-09,2021-08-10,General population
Johnson & Johnson,222800,2021-08-09,2021-08-10,General population
Moderna,881840,2021-08-09,2021-08-10,Long-term care
Pfizer,949320,2021-08-09,2021-08-10,Long-term care
Johnson & Johnson,116800,2021-08-09,2021-08-10,Long-term care
Moderna,1769420,2021-08-06,2021-08-09,General population
Pfizer,2642265,2021-08-06,2021-08-09,General population
Johnson & Johnson,222800,2021-08-06,2021-08-09,General population
Moderna,880860,2021-08-06,2021-08-09,Long-term care
Pfizer,947970,2021-08-06,2021-08-09,Long-term care
Johnson & Johnson,116800,2021-08-06,2021-08-09,Long-term care
Moderna,1769420,2021-08-05,2021-08-06,General population
Pfizer,2641365,2021-08-05,2021-08-06,General population
Johnson & Johnson,222800,2021-08-05,2021-08-06,General population
Moderna,878900,2021-08-05,2021-08-06,Long-term care
Pfizer,933570,2021-08-05,2021-08-06,Long-term care
Johnson & Johnson,116800,2021-08-05,2021-08-06,Long-term care
Moderna,1769420,2021-08-04,2021-08-05,General population
Pfizer,2641365,2021-08-04,2021-08-05,General population
Johnson & Johnson,222800,2021-08-04,2021-08-05,General population
Moderna,871760,2021-08-04,2021-08-05,Long-term care
Pfizer,919620,2021-08-04,2021-08-05,Long-term care
Johnson & Johnson,116800,2021-08-04,2021-08-05,Long-term care
Moderna,1769420,2021-08-03,2021-08-04,General population
Pfizer,2639115,2021-08-03,2021-08-04,General population
Johnson & Johnson,222800,2021-08-03,2021-08-04,General population
Moderna,862800,2021-08-03,2021-08-04,Long-term care
Pfizer,916470,2021-08-03,2021-08-04,Long-term care
Johnson & Johnson,116800,2021-08-03,2021-08-04,Long-term care
Moderna,1769420,2021-08-02,2021-08-03,General population
Pfizer,2638215,2021-08-02,2021-08-03,General population
Johnson & Johnson,222800,2021-08-02,2021-08-03,General population
Moderna,859440,2021-08-02,2021-08-03,Long-term care
Pfizer,911520,2021-08-02,2021-08-03,Long-term care
Johnson & Johnson,116800,2021-08-02,2021-08-03,Long-term care
Moderna,1769420,2021-07-30,2021-08-02,General population
Pfizer,2638215,2021-07-30,2021-08-02,General population
Johnson & Johnson,222800,2021-07-30,2021-08-02,General population
Moderna,859020,2021-07-30,2021-08-02,Long-term care
Pfizer,911520,2021-07-30,2021-08-02,Long-term care
Johnson & Johnson,116800,2021-07-30,2021-08-02,Long-term care
Moderna,1769420,2021-07-29,2021-07-30,General population
Pfizer,2638215,2021-07-29,2021-07-30,General population
Johnson & Johnson,222800,2021-07-29,2021-07-30,General population
Moderna,852720,2021-07-29,2021-07-30,Long-term care
Pfizer,897570,2021-07-29,2021-07-30,Long-term care
Johnson & Johnson,116800,2021-07-29,2021-07-30,Long-term care
Moderna,1769420,2021-07-28,2021-07-29,General population
Pfizer,2638215,2021-07-28,2021-07-29,General population
Johnson & Johnson,222800,2021-07-28,2021-07-29,General population
Moderna,850280,2021-07-28,2021-07-29,Long-term care
Pfizer,886770,2021-07-28,2021-07-29,Long-term care
Johnson & Johnson,116800,2021-07-28,2021-07-29,Long-term care
Moderna,1769420,2021-07-26,2021-07-28,General population
Pfizer,2638215,2021-07-26,2021-07-28,General population
Johnson & Johnson,222800,2021-07-26,2021-07-28,General population
Moderna,840140,2021-07-26,2021-07-28,Long-term care
Pfizer,881370,2021-07-26,2021-07-28,Long-term care
Johnson & Johnson,116800,2021-07-26,2021-07-28,Long-term care
Moderna,1769420,2021-07-26,2021-07-27,General population
Pfizer,2638215,2021-07-26,2021-07-27,General population
Johnson & Johnson,222800,2021-07-26,2021-07-27,General population
Moderna,837920,2021-07-26,2021-07-27,Long-term care
Pfizer,880020,2021-07-26,2021-07-27,Long-term care
Johnson & Johnson,116800,2021-07-26,2021-07-27,Long-term care
Moderna,1767200,2021-07-23,2021-07-26,General population
Pfizer,2638215,2021-07-23,2021-07-26,General population
Johnson & Johnson,222800,2021-07-23,2021-07-26,General population
Moderna,836140,2021-07-23,2021-07-26,Long-term care
Pfizer,873720,2021-07-23,2021-07-26,Long-term care
Johnson & Johnson,116800,2021-07-23,2021-07-26,Long-term care
Moderna,1767200,2021-07-22,2021-07-23,General population
Pfizer,2638215,2021-07-22,2021-07-23,General population
Johnson & Johnson,222800,2021-07-22,2021-07-23,General population
Moderna,831480,2021-07-22,2021-07-23,Long-term care
Pfizer,867420,2021-07-22,2021-07-23,Long-term care
Johnson & Johnson,116800,2021-07-22,2021-07-23,Long-term care
Moderna,1767200,2021-07-20,2021-07-22,General population
Pfizer,2638215,2021-07-20,2021-07-22,General population
Johnson & Johnson,222800,2021-07-20,2021-07-22,General population
Moderna,821360,2021-07-20,2021-07-22,Long-term care
Pfizer,857070,2021-07-20,2021-07-22,Long-term care
Johnson & Johnson,116800,2021-07-20,2021-07-22,Long-term care
Moderna,1767200,2021-07-20,2021-07-21,General population
Pfizer,2638215,2021-07-20,2021-07-21,General population
Johnson & Johnson,222800,2021-07-20,2021-07-21,General population
Moderna,811980,2021-07-20,2021-07-21,Long-term care
Pfizer,855720,2021-07-20,2021-07-21,Long-term care
Johnson & Johnson,116800,2021-07-20,2021-07-21,Long-term care
Moderna,1767200,2021-07-19,2021-07-20,General population
Pfizer,2637315,2021-07-19,2021-07-20,General population
Johnson & Johnson,222800,2021-07-19,2021-07-20,General population
Moderna,808640,2021-07-19,2021-07-20,Long-term care
Pfizer,852120,2021-07-19,2021-07-20,Long-term care
Johnson & Johnson,116800,2021-07-19,2021-07-20,Long-term care
Moderna,1767200,2021-07-16,2021-07-19,General population
Pfizer,2637315,2021-07-16,2021-07-19,General population
Johnson & Johnson,222800,2021-07-16,2021-07-19,General population
Moderna,807840,2021-07-16,2021-07-19,Long-term care
Pfizer,848070,2021-07-16,2021-07-19,Long-term care
Johnson & Johnson,116800,2021-07-16,2021-07-19,Long-term care
Moderna,1767200,2021-07-15,2021-07-16,General population
Pfizer,2637315,2021-07-15,2021-07-16,General population
Johnson & Johnson,222800,2021-07-15,2021-07-16,General population
Moderna,806140,2021-07-15,2021-07-16,Long-term care
Pfizer,839970,2021-07-15,2021-07-16,Long-term care
Johnson & Johnson,116800,2021-07-15,2021-07-16,Long-term care
Moderna,1767200,2021-07-13,2021-07-15,General population
Pfizer,2637315,2021-07-13,2021-07-15,General population
Johnson & Johnson,222800,2021-07-13,2021-07-15,General population
Moderna,798320,2021-07-13,2021-07-15,Long-term care
Pfizer,838620,2021-07-13,2021-07-15,Long-term care
Johnson & Johnson,116800,2021-07-13,2021-07-15,Long-term care
Moderna,1767200,2021-07-13,2021-07-14,General population
Pfizer,2637315,2021-07-13,2021-07-14,General population
Johnson & Johnson,222800,2021-07-13,2021-07-14,General population
Moderna,798320,2021-07-13,2021-07-14,Long-term care
Pfizer,838620,2021-07-13,2021-07-14,Long-term care
Johnson & Johnson,116800,2021-07-13,2021-07-14,Long-term care
Moderna,1767000,2021-07-12,2021-07-13,General population
Pfizer,2635965,2021-07-12,2021-07-13,General population
Johnson & Johnson,222800,2021-07-12,2021-07-13,General population
Moderna,796140,2021-07-12,2021-07-13,Long-term care
Pfizer,837270,2021-07-12,2021-07-13,Long-term care
Johnson & Johnson,116800,2021-07-12,2021-07-13,Long-term care
Moderna,1764840,2021-07-09,2021-07-12,General population
Pfizer,2635965,2021-07-09,2021-07-12,General population
Johnson & Johnson,222800,2021-07-09,2021-07-12,General population
Moderna,794880,2021-07-09,2021-07-12,Long-term care
Pfizer,833220,2021-07-09,2021-07-12,Long-term care
Johnson & Johnson,116800,2021-07-09,2021-07-12,Long-term care
Moderna,1764840,2021-07-08,2021-07-09,General population
Pfizer,2635965,2021-07-08,2021-07-09,General population
Johnson & Johnson,222800,2021-07-08,2021-07-09,General population
Moderna,794540,2021-07-08,2021-07-09,Long-term care
Pfizer,826920,2021-07-08,2021-07-09,Long-term care
Johnson & Johnson,116800,2021-07-08,2021-07-09,Long-term care
Moderna,1764840,2021-07-07,2021-07-08,General population
Pfizer,2635965,2021-07-07,2021-07-08,General population
Johnson & Johnson,222800,2021-07-07,2021-07-08,General population
Moderna,786740,2021-07-07,2021-07-08,Long-term care
Pfizer,826920,2021-07-07,2021-07-08,Long-term care
Johnson & Johnson,116800,2021-07-07,2021-07-08,Long-term care
Moderna,1763740,2021-07-06,2021-07-07,General population
Pfizer,2635965,2021-07-06,2021-07-07,General population
Johnson & Johnson,222800,2021-07-06,2021-07-07,General population
Moderna,784340,2021-07-06,2021-07-07,Long-term care
Pfizer,826920,2021-07-06,2021-07-07,Long-term care
Johnson & Johnson,116800,2021-07-06,2021-07-07,Long-term care
Moderna,1763740,2021-07-03,2021-07-06,General population
Pfizer,2635065,2021-07-03,2021-07-06,General population
Johnson & Johnson,222800,2021-07-03,2021-07-06,General population
Moderna,784340,2021-07-03,2021-07-06,Long-term care
Pfizer,821970,2021-07-03,2021-07-06,Long-term care
Johnson & Johnson,116800,2021-07-03,2021-07-06,Long-term care
Moderna,1763740,2021-07-02,2021-07-03,General population
Pfizer,2635065,2021-07-02,2021-07-03,General population
Johnson & Johnson,222800,2021-07-02,2021-07-03,General population
Moderna,784340,2021-07-02,2021-07-03,Long-term care
Pfizer,821970,2021-07-02,2021-07-03,Long-term care
Johnson & Johnson,116800,2021-07-02,2021-07-03,Long-term care
Moderna,1763740,2021-07-01,2021-07-02,General population
Pfizer,2635065,2021-07-01,2021-07-02,General population
Johnson & Johnson,222800,2021-07-01,2021-07-02,General population
Moderna,780120,2021-07-01,2021-07-02,Long-term care
Pfizer,817020,2021-07-01,2021-07-02,Long-term care
Johnson & Johnson,116800,2021-07-01,2021-07-02,Long-term care
Moderna,1763740,2021-06-30,2021-07-01,General population
Pfizer,2635065,2021-06-30,2021-07-01,General population
Johnson & Johnson,222800,2021-06-30,2021-07-01,General population
Moderna,772020,2021-06-30,2021-07-01,Long-term care
Pfizer,816570,2021-06-30,2021-07-01,Long-term care
Johnson & Johnson,116800,2021-06-30,2021-07-01,Long-term care
Moderna,1763740,2021-06-29,2021-06-30,General population
Pfizer,2635065,2021-06-29,2021-06-30,General population
Johnson & Johnson,222800,2021-06-29,2021-06-30,General population
Moderna,771140,2021-06-29,2021-06-30,Long-term care
Pfizer,816570,2021-06-29,2021-06-30,Long-term care
Johnson & Johnson,116800,2021-06-29,2021-06-30,Long-term care
Moderna,1763740,2021-06-28,2021-06-29,General population
Pfizer,2635065,2021-06-28,2021-06-29,General population
Johnson & Johnson,222800,2021-06-28,2021-06-29,General population
Moderna,770500,2021-06-28,2021-06-29,Long-term care
Pfizer,816570,2021-06-28,2021-06-29,Long-term care
Johnson & Johnson,116800,2021-06-28,2021-06-29,Long-term care
Moderna,1763160,2021-06-27,2021-06-28,General population
Pfizer,2635065,2021-06-27,2021-06-28,General population
Johnson & Johnson,222800,2021-06-27,2021-06-28,General population
Moderna,770500,2021-06-27,2021-06-28,Long-term care
Pfizer,816570,2021-06-27,2021-06-28,Long-term care
Johnson & Johnson,116800,2021-06-27,2021-06-28,Long-term care
Moderna,1760580,2021-06-26,2021-06-27,General population
Pfizer,2635065,2021-06-26,2021-06-27,General population
Johnson & Johnson,222800,2021-06-26,2021-06-27,General population
Moderna,769100,2021-06-26,2021-06-27,Long-term care
Pfizer,816570,2021-06-26,2021-06-27,Long-term care
Johnson & Johnson,116800,2021-06-26,2021-06-27,Long-term care
Moderna,1760580,2021-06-25,2021-06-26,General population
Pfizer,2633265,2021-06-25,2021-06-26,General population
Johnson & Johnson,222800,2021-06-25,2021-06-26,General population
Moderna,769100,2021-06-25,2021-06-26,Long-term care
Pfizer,810090,2021-06-25,2021-06-26,Long-term care
Johnson & Johnson,116800,2021-06-25,2021-06-26,Long-term care
Moderna,1760580,2021-06-23,2021-06-25,General population
Pfizer,2633265,2021-06-23,2021-06-25,General population
Johnson & Johnson,222800,2021-06-23,2021-06-25,General population
Moderna,758680,2021-06-23,2021-06-25,Long-term care
Pfizer,792000,2021-06-23,2021-06-25,Long-term care
Johnson & Johnson,116800,2021-06-23,2021-06-25,Long-term care
Moderna,1760580,2021-06-23,2021-06-24,General population
Pfizer,2633265,2021-06-23,2021-06-24,General population
Johnson & Johnson,222800,2021-06-23,2021-06-24,General population
Moderna,758680,2021-06-23,2021-06-24,Long-term care
Pfizer,792000,2021-06-23,2021-06-24,Long-term care
Johnson & Johnson,116800,2021-06-23,2021-06-24,Long-term care
Moderna,1760580,2021-06-22,2021-06-23,General population
Pfizer,2633265,2021-06-22,2021-06-23,General population
Johnson & Johnson,222800,2021-06-22,2021-06-23,General population
Moderna,758440,2021-06-22,2021-06-23,Long-term care
Pfizer,790830,2021-06-22,2021-06-23,Long-term care
Johnson & Johnson,116800,2021-06-22,2021-06-23,Long-term care
Moderna,1760580,2021-06-21,2021-06-22,General population
Pfizer,2633265,2021-06-21,2021-06-22,General population
Johnson & Johnson,222800,2021-06-21,2021-06-22,General population
Moderna,756940,2021-06-21,2021-06-22,Long-term care
Pfizer,789660,2021-06-21,2021-06-22,Long-term care
Johnson & Johnson,116800,2021-06-21,2021-06-22,Long-term care
Moderna,1760580,2021-06-20,2021-06-21,General population
Pfizer,2633265,2021-06-20,2021-06-21,General population
Johnson & Johnson,222800,2021-06-20,2021-06-21,General population
Moderna,756940,2021-06-20,2021-06-21,Long-term care
Pfizer,789660,2021-06-20,2021-06-21,Long-term care
Johnson & Johnson,116800,2021-06-20,2021-06-21,Long-term care
Moderna,1760180,2021-06-19,2021-06-20,General population
Pfizer,2633265,2021-06-19,2021-06-20,General population
Johnson & Johnson,222800,2021-06-19,2021-06-20,General population
Moderna,756740,2021-06-19,2021-06-20,Long-term care
Pfizer,789660,2021-06-19,2021-06-20,Long-term care
Johnson & Johnson,116800,2021-06-19,2021-06-20,Long-term care
Moderna,1760180,2021-06-17,2021-06-19,General population
Pfizer,2630745,2021-06-17,2021-06-19,General population
Johnson & Johnson,222800,2021-06-17,2021-06-19,General population
Moderna,756740,2021-06-17,2021-06-19,Long-term care
Pfizer,787320,2021-06-17,2021-06-19,Long-term care
Johnson & Johnson,116800,2021-06-17,2021-06-19,Long-term care
Moderna,1758380,2021-06-16,2021-06-18,General population
Pfizer,2630745,2021-06-16,2021-06-18,General population
Johnson & Johnson,222800,2021-06-16,2021-06-18,General population
Moderna,754640,2021-06-16,2021-06-18,Long-term care
Pfizer,779490,2021-06-16,2021-06-18,Long-term care
Johnson & Johnson,116800,2021-06-16,2021-06-18,Long-term care
Moderna,1758380,2021-06-16,2021-06-17,General population
Pfizer,2630295,2021-06-16,2021-06-17,General population
Johnson & Johnson,222800,2021-06-16,2021-06-17,General population
Moderna,749220,2021-06-16,2021-06-17,Long-term care
Pfizer,771120,2021-06-16,2021-06-17,Long-term care
Johnson & Johnson,116800,2021-06-16,2021-06-17,Long-term care
Moderna,1758380,2021-06-15,2021-06-16,General population
Pfizer,2630295,2021-06-15,2021-06-16,General population
Johnson & Johnson,222800,2021-06-15,2021-06-16,General population
Moderna,748320,2021-06-15,2021-06-16,Long-term care
Pfizer,767610,2021-06-15,2021-06-16,Long-term care
Johnson & Johnson,116800,2021-06-15,2021-06-16,Long-term care
Moderna,1758080,2021-06-14,2021-06-15,General population
Pfizer,2630295,2021-06-14,2021-06-15,General population
