date,percent_available,region_name,bed_type,total_capacity,total_available,in_use,percent_in_use,report_date
2021-02-15,0.181818182,Metro,Pediatric Intensive Care Unit,110,20,90,0.818181818,2023-11-09
2023-10-27,0.01025641,Southeast,Adult Intensive Care Unit,195,2,193,0.98974359,2023-11-09
2023-11-07,0.030769231,Southeast,Adult Intensive Care Unit,195,6,189,0.969230769,2023-11-09
2021-01-09,0.346883469,South Central,Medical and Surgical,369,128,241,0.653116531,2023-11-09
2023-08-10,0.304347826,Southeast,Pediatric Intensive Care Unit,23,7,16,0.695652174,2023-11-09
2022-01-04,0.039819005,Southeast,Medical and Surgical,1105,44,1061,0.960180995,2023-11-09
2020-11-28,0.197740113,Metro,Pediatrics,354,70,284,0.802259887,2023-11-09
2020-09-08,0.428571429,Northeast,Pediatrics,42,18,24,0.571428571,2023-11-09
2022-05-17,0.256830601,West Central,Medical and Surgical,183,47,136,0.743169399,2023-11-09
2023-01-25,0.242811502,Southwest,Medical and Surgical,313,76,237,0.757188498,2023-11-09
2021-06-20,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2023-06-28,0.182692308,Central,Adult Intensive Care Unit,104,19,85,0.817307692,2023-11-09
2023-09-22,0.217391304,Southeast,Pediatric Intensive Care Unit,23,5,18,0.782608696,2023-11-09
2023-02-17,0.032473734,Southeast,Medical and Surgical,1047,34,1013,0.967526266,2023-11-09
2020-09-17,0.355371901,Northwest,Medical and Surgical,242,86,156,0.644628099,2023-11-09
2022-10-23,0.027272727,Metro,Pediatric Intensive Care Unit,110,3,107,0.972727273,2023-11-09
2021-09-03,0.068627451,Central,Adult Intensive Care Unit,102,7,95,0.931372549,2023-11-09
2023-08-10,0.115384615,Central,Adult Intensive Care Unit,104,12,92,0.884615385,2023-11-09
2023-10-12,0.046153846,Southeast,Adult Intensive Care Unit,195,9,186,0.953846154,2023-11-09
2020-11-20,0.148040639,Northeast,Medical and Surgical,689,102,587,0.851959361,2023-11-09
2023-04-08,0.268608414,Southwest,Medical and Surgical,309,83,226,0.731391586,2023-11-09
2020-10-08,0.030769231,Southeast,Pediatrics,65,2,63,0.969230769,2023-11-09
2023-04-15,0.029469548,Metro,Adult Intensive Care Unit,509,15,494,0.970530452,2023-11-09
2022-07-27,0.278688525,West Central,Medical and Surgical,183,51,132,0.721311475,2023-11-09
2023-10-17,0.042979943,Southeast,Medical and Surgical,1047,45,1002,0.957020057,2023-11-09
2022-02-08,0.068965517,Northwest,Adult Intensive Care Unit,29,2,27,0.931034483,2023-11-09
2022-07-05,0.106321839,Northeast,Medical and Surgical,696,74,622,0.893678161,2023-11-09
2023-02-10,0.166666667,Northwest,Adult Intensive Care Unit,30,5,25,0.833333333,2023-11-09
2023-10-22,0.313915858,Southwest,Medical and Surgical,309,97,212,0.686084142,2023-11-09
2020-12-03,0.041666667,Southeast,Pediatric Intensive Care Unit,24,1,23,0.958333333,2023-11-09
2023-08-08,0.25,South Central,Pediatrics,4,1,3,0.75,2023-11-09
2022-12-11,0.144230769,Central,Adult Intensive Care Unit,104,15,89,0.855769231,2023-11-09
2020-12-23,0.085858586,Southeast,Adult Intensive Care Unit,198,17,181,0.914141414,2023-11-09
2021-01-05,0.111111111,Southeast,Adult Intensive Care Unit,198,22,176,0.888888889,2023-11-09
2022-07-17,0.130434783,Southeast,Pediatric Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2023-10-22,0.375,West Central,Pediatrics,8,3,5,0.625,2023-11-09
2022-10-24,0.051282051,Southeast,Adult Intensive Care Unit,195,10,185,0.948717949,2023-11-09
2020-10-19,0.083333333,Southeast,Pediatric Intensive Care Unit,24,2,22,0.916666667,2023-11-09
2020-11-14,0.041666667,Southeast,Pediatric Intensive Care Unit,24,1,23,0.958333333,2023-11-09
2021-06-14,0.351239669,Northwest,Medical and Surgical,242,85,157,0.648760331,2023-11-09
2020-11-03,0.041666667,Southeast,Pediatric Intensive Care Unit,24,1,23,0.958333333,2023-11-09
2022-11-10,0.041025641,Southeast,Adult Intensive Care Unit,195,8,187,0.958974359,2023-11-09
2021-01-18,0.126262626,Southeast,Adult Intensive Care Unit,198,25,173,0.873737374,2023-11-09
2021-11-13,0.039215686,Central,Adult Intensive Care Unit,102,4,98,0.960784314,2023-11-09
2021-03-07,0.344173442,South Central,Medical and Surgical,369,127,242,0.655826558,2023-11-09
2020-11-03,0.431578947,West Central,Medical and Surgical,190,82,108,0.568421053,2023-11-09
2022-06-26,0.199115044,Northwest,Medical and Surgical,226,45,181,0.800884956,2023-11-09
2023-06-07,0.038596491,Metro,Pediatrics,285,11,274,0.961403509,2023-11-09
2021-05-28,0.071428571,Central,Pediatrics,28,2,26,0.928571429,2023-11-09
2022-03-17,0.227642276,South Central,Medical and Surgical,369,84,285,0.772357724,2023-11-09
2021-04-11,0.109090909,Metro,Pediatric Intensive Care Unit,110,12,98,0.890909091,2023-11-09
2022-08-01,0.173913043,Southeast,Pediatric Intensive Care Unit,23,4,19,0.826086957,2023-11-09
2021-07-07,0.038327526,Metro,Adult Intensive Care Unit,574,22,552,0.961672474,2023-11-09
2023-09-23,0.125,Southwest,Pediatrics,16,2,14,0.875,2023-11-09
2022-02-21,0.103448276,Northwest,Adult Intensive Care Unit,29,3,26,0.896551724,2023-11-09
2022-01-26,0.103448276,Northwest,Adult Intensive Care Unit,29,3,26,0.896551724,2023-11-09
2020-12-03,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2020-11-27,0.197740113,Metro,Pediatrics,354,70,284,0.802259887,2023-11-09
2021-02-04,0.080808081,Southeast,Adult Intensive Care Unit,198,16,182,0.919191919,2023-11-09
2020-09-19,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2023-03-03,0.066666667,Northwest,Adult Intensive Care Unit,30,2,28,0.933333333,2023-11-09
2023-10-21,0.028070175,Metro,Pediatrics,285,8,277,0.971929825,2023-11-09
2023-08-16,0.012543117,Metro,Medical and Surgical,3189,40,3149,0.987456883,2023-11-09
2023-10-15,0.047151277,Metro,Adult Intensive Care Unit,509,24,485,0.952848723,2023-11-09
2022-11-29,0.172413793,Central,Pediatrics,29,5,24,0.827586207,2023-11-09
2022-04-23,0.054545455,Metro,Pediatric Intensive Care Unit,110,6,104,0.945454545,2023-11-09
2021-06-09,0.142235123,Northeast,Medical and Surgical,689,98,591,0.857764877,2023-11-09
2023-03-16,0.133333333,Northwest,Adult Intensive Care Unit,30,4,26,0.866666667,2023-11-09
2022-10-03,0.025641026,Southeast,Adult Intensive Care Unit,195,5,190,0.974358974,2023-11-09
2023-04-13,0.044890162,Southeast,Medical and Surgical,1047,47,1000,0.955109838,2023-11-09
2022-08-26,0.25,Central,Pediatric Intensive Care Unit,4,1,3,0.75,2023-11-09
2021-07-14,0.298342541,Southwest,Medical and Surgical,362,108,254,0.701657459,2023-11-09
2023-10-14,0.294117647,Northeast,Pediatrics,34,10,24,0.705882353,2023-11-09
2022-08-20,0,Southeast,Pediatric Intensive Care Unit,23,0,23,1,2023-11-09
2022-09-08,0.043478261,Southeast,Pediatric Intensive Care Unit,23,1,22,0.956521739,2023-11-09
2023-01-24,0.133333333,Northwest,Adult Intensive Care Unit,30,4,26,0.866666667,2023-11-09
2022-09-20,0.035897436,Southeast,Adult Intensive Care Unit,195,7,188,0.964102564,2023-11-09
2022-01-09,0.068965517,Northwest,Adult Intensive Care Unit,29,2,27,0.931034483,2023-11-09
2021-07-05,0.121266968,Southeast,Medical and Surgical,1105,134,971,0.878733032,2023-11-09
2020-09-20,0.333333333,Southwest,Pediatrics,12,4,8,0.666666667,2023-11-09
2021-11-20,0.053393665,Southeast,Medical and Surgical,1105,59,1046,0.946606335,2023-11-09
2023-06-11,0.103448276,Central,Pediatrics,29,3,26,0.896551724,2023-11-09
2021-11-13,0.125,Southeast,Pediatric Intensive Care Unit,24,3,21,0.875,2023-11-09
2020-11-15,0.142857143,Central,Pediatrics,28,4,24,0.857142857,2023-11-09
2023-11-01,0.05,Northwest,Pediatrics,20,1,19,0.95,2023-11-09
2022-09-28,0.133333333,Northwest,Adult Intensive Care Unit,30,4,26,0.866666667,2023-11-09
2022-11-28,0.029469548,Metro,Adult Intensive Care Unit,509,15,494,0.970530452,2023-11-09
2022-12-17,0,Southeast,Pediatric Intensive Care Unit,23,0,23,1,2023-11-09
2023-01-20,0.043478261,Southeast,Pediatric Intensive Care Unit,23,1,22,0.956521739,2023-11-09
2022-08-02,0.293159609,South Central,Medical and Surgical,307,90,217,0.706840391,2023-11-09
2020-09-10,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2020-12-31,0.379310345,Northwest,Adult Intensive Care Unit,29,11,18,0.620689655,2023-11-09
2021-02-07,0.191582003,Northeast,Medical and Surgical,689,132,557,0.808417997,2023-11-09
2023-04-12,0.115384615,Central,Adult Intensive Care Unit,104,12,92,0.884615385,2023-11-09
2022-12-07,0.24600639,Southwest,Medical and Surgical,313,77,236,0.75399361,2023-11-09
2021-02-12,0.551724138,Northwest,Adult Intensive Care Unit,29,16,13,0.448275862,2023-11-09
2022-04-26,0,Central,Pediatric Intensive Care Unit,5,0,5,1,2023-11-09
2022-11-11,0.222707424,Northwest,Medical and Surgical,229,51,178,0.777292576,2023-11-09
2022-10-31,0.107758621,Northeast,Medical and Surgical,696,75,621,0.892241379,2023-11-09
2023-01-05,0.130434783,Southeast,Pediatric Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2023-10-26,0.134615385,Central,Adult Intensive Care Unit,104,14,90,0.865384615,2023-11-09
2023-02-01,0.046153846,Southeast,Adult Intensive Care Unit,195,9,186,0.953846154,2023-11-09
2023-02-18,0.056410256,Southeast,Adult Intensive Care Unit,195,11,184,0.943589744,2023-11-09
2022-11-18,0.066666667,Northwest,Adult Intensive Care Unit,30,2,28,0.933333333,2023-11-09
2020-10-02,0.2,Metro,Pediatric Intensive Care Unit,110,22,88,0.8,2023-11-09
2022-11-25,0.007017544,Metro,Pediatrics,285,2,283,0.992982456,2023-11-09
2022-11-28,0.130434783,Southeast,Pediatric Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2022-03-01,0.076530612,Southeast,Adult Intensive Care Unit,196,15,181,0.923469388,2023-11-09
2021-01-13,0.379310345,Northwest,Adult Intensive Care Unit,29,11,18,0.620689655,2023-11-09
2023-03-24,0.046153846,Southeast,Adult Intensive Care Unit,195,9,186,0.953846154,2023-11-09
2021-06-09,0.09039548,Metro,Pediatrics,354,32,322,0.90960452,2023-11-09
2022-09-08,0.027272727,Metro,Pediatric Intensive Care Unit,110,3,107,0.972727273,2023-11-09
2021-11-09,0.285714286,Southwest,Medical and Surgical,343,98,245,0.714285714,2023-11-09
2022-02-03,0.030612245,Southeast,Adult Intensive Care Unit,196,6,190,0.969387755,2023-11-09
2022-11-01,0.133333333,Northwest,Adult Intensive Care Unit,30,4,26,0.866666667,2023-11-09
2023-09-05,0.288888889,Southeast,Pediatrics,45,13,32,0.711111111,2023-11-09
2023-10-09,0.172413793,Central,Pediatrics,29,5,24,0.827586207,2023-11-09
2022-11-30,0.027698185,Southeast,Medical and Surgical,1047,29,1018,0.972301815,2023-11-09
2022-10-11,0.166666667,Northwest,Adult Intensive Care Unit,30,5,25,0.833333333,2023-11-09
2020-10-24,0.315136476,South Central,Medical and Surgical,403,127,276,0.684863524,2023-11-09
2020-11-28,0.163636364,Metro,Pediatric Intensive Care Unit,110,18,92,0.836363636,2023-11-09
2021-03-05,0.557894737,West Central,Medical and Surgical,190,106,84,0.442105263,2023-11-09
2023-03-11,0.030769231,Southeast,Adult Intensive Care Unit,195,6,189,0.969230769,2023-11-09
2021-11-18,0.001901141,Metro,Adult Intensive Care Unit,526,1,525,0.998098859,2023-11-09
2021-12-02,0,Southeast,Pediatric Intensive Care Unit,24,0,24,1,2023-11-09
2021-03-31,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2021-01-31,0.367768595,Northwest,Medical and Surgical,242,89,153,0.632231405,2023-11-09
2020-09-02,0.032002048,Metro,Medical and Surgical,3906,125,3781,0.967997952,2023-11-09
2022-02-16,0.066326531,Southeast,Adult Intensive Care Unit,196,13,183,0.933673469,2023-11-09
2021-07-18,0.225490196,Central,Adult Intensive Care Unit,102,23,79,0.774509804,2023-11-09
2022-01-17,0.056122449,Southeast,Adult Intensive Care Unit,196,11,185,0.943877551,2023-11-09
2022-03-31,0.315789474,West Central,Medical and Surgical,190,60,130,0.684210526,2023-11-09
2021-12-13,0.125,Southeast,Pediatric Intensive Care Unit,24,3,21,0.875,2023-11-09
2021-01-26,0.551724138,Northwest,Adult Intensive Care Unit,29,16,13,0.448275862,2023-11-09
2021-12-28,0.208333333,Southeast,Pediatric Intensive Care Unit,24,5,19,0.791666667,2023-11-09
2021-03-01,0.119457014,Southeast,Medical and Surgical,1105,132,973,0.880542986,2023-11-09
2023-10-23,0.216828479,South Central,Medical and Surgical,309,67,242,0.783171521,2023-11-09
2023-07-22,0.11,Northeast,Medical and Surgical,700,77,623,0.89,2023-11-09
2021-10-21,0.5,West Central,Adult Intensive Care Unit,20,10,10,0.5,2023-11-09
2021-08-29,0.5,West Central,Adult Intensive Care Unit,20,10,10,0.5,2023-11-09
2021-09-14,0.071428571,Central,Pediatrics,28,2,26,0.928571429,2023-11-09
2023-04-07,0.237785016,South Central,Medical and Surgical,307,73,234,0.762214984,2023-11-09
2020-09-25,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2022-03-27,0.05520362,Southeast,Medical and Surgical,1105,61,1044,0.94479638,2023-11-09
2021-12-20,0,Central,Pediatric Intensive Care Unit,5,0,5,1,2023-11-09
2022-12-30,0,Central,Pediatric Intensive Care Unit,4,0,4,1,2023-11-09
2021-07-15,0.298102981,South Central,Medical and Surgical,369,110,259,0.701897019,2023-11-09
2022-03-18,0.247813411,Southwest,Medical and Surgical,343,85,258,0.752186589,2023-11-09
2020-10-27,0.18627451,Central,Adult Intensive Care Unit,102,19,83,0.81372549,2023-11-09
2023-07-19,0.294117647,West Central,Adult Intensive Care Unit,17,5,12,0.705882353,2023-11-09
2023-08-14,0.068181818,Northeast,Adult Intensive Care Unit,88,6,82,0.931818182,2023-11-09
2021-12-01,0.014005602,Metro,Pediatrics,357,5,352,0.985994398,2023-11-09
2023-07-04,0.235294118,West Central,Adult Intensive Care Unit,17,4,13,0.764705882,2023-11-09
2022-03-25,0.045627376,Metro,Adult Intensive Care Unit,526,24,502,0.954372624,2023-11-09
2022-09-11,0.137931034,Central,Pediatrics,29,4,25,0.862068966,2023-11-09
2021-10-06,0.55,West Central,Adult Intensive Care Unit,20,11,9,0.45,2023-11-09
2020-09-03,0.5,Southwest,Pediatrics,12,6,6,0.5,2023-11-09
2023-07-17,0.145454545,Northwest,Medical and Surgical,220,32,188,0.854545455,2023-11-09
2021-08-19,0.027272727,Metro,Pediatric Intensive Care Unit,110,3,107,0.972727273,2023-11-09
2021-10-13,0.092888244,Northeast,Medical and Surgical,689,64,625,0.907111756,2023-11-09
2021-11-24,0.057894737,West Central,Medical and Surgical,190,11,179,0.942105263,2023-11-09
2021-03-06,0.29558011,Southwest,Medical and Surgical,362,107,255,0.70441989,2023-11-09
2023-06-04,0.235294118,West Central,Adult Intensive Care Unit,17,4,13,0.764705882,2023-11-09
2023-10-16,0.142857143,Northeast,Pediatric Intensive Care Unit,7,1,6,0.857142857,2023-11-09
2023-10-04,0.068181818,Northeast,Adult Intensive Care Unit,88,6,82,0.931818182,2023-11-09
2023-08-19,0.2,Southeast,Pediatrics,45,9,36,0.8,2023-11-09
2023-10-31,0.142857143,Northeast,Pediatric Intensive Care Unit,7,1,6,0.857142857,2023-11-09
2023-06-23,0.235294118,West Central,Adult Intensive Care Unit,17,4,13,0.764705882,2023-11-09
2022-08-07,0.134615385,Central,Adult Intensive Care Unit,104,14,90,0.865384615,2023-11-09
2021-09-17,0.55,West Central,Adult Intensive Care Unit,20,11,9,0.45,2023-11-09
2023-05-14,0.063636364,Metro,Pediatric Intensive Care Unit,110,7,103,0.936363636,2023-11-09
2023-08-27,0.056818182,Northeast,Adult Intensive Care Unit,88,5,83,0.943181818,2023-11-09
2023-09-19,0.117142857,Northeast,Medical and Surgical,700,82,618,0.882857143,2023-11-09
2023-09-24,0.181818182,Northwest,Medical and Surgical,220,40,180,0.818181818,2023-11-09
2021-02-27,0.046712803,Metro,Adult Intensive Care Unit,578,27,551,0.953287197,2023-11-09
2020-09-17,0.040194572,Metro,Medical and Surgical,3906,157,3749,0.959805428,2023-11-09
2021-10-22,0.11790393,Northwest,Medical and Surgical,229,27,202,0.88209607,2023-11-09
2022-07-03,0.049122807,Metro,Pediatrics,285,14,271,0.950877193,2023-11-09
2022-12-04,0.338797814,West Central,Medical and Surgical,183,62,121,0.661202186,2023-11-09
2023-09-17,0.034090909,Northeast,Adult Intensive Care Unit,88,3,85,0.965909091,2023-11-09
2022-08-20,0.056818182,Northeast,Adult Intensive Care Unit,88,5,83,0.943181818,2023-11-09
2022-01-09,0.1,West Central,Pediatrics,10,1,9,0.9,2023-11-09
2023-08-06,0.25,Central,Pediatric Intensive Care Unit,4,1,3,0.75,2023-11-09
2022-12-28,0.277777778,Southwest,Adult Intensive Care Unit,18,5,13,0.722222222,2023-11-09
2021-06-24,0.205882353,Central,Adult Intensive Care Unit,102,21,81,0.794117647,2023-11-09
2022-09-20,0.285714286,Northeast,Pediatric Intensive Care Unit,7,2,5,0.714285714,2023-11-09
2021-07-04,0.154746424,Central,Medical and Surgical,769,119,650,0.845253576,2023-11-09
2020-09-26,0.55,West Central,Adult Intensive Care Unit,20,11,9,0.45,2023-11-09
2021-08-30,0.2,Central,Pediatric Intensive Care Unit,5,1,4,0.8,2023-11-09
2022-11-20,0.388888889,Southwest,Adult Intensive Care Unit,18,7,11,0.611111111,2023-11-09
2022-11-24,0.087643678,Northeast,Medical and Surgical,696,61,635,0.912356322,2023-11-09
2023-09-09,0.316939891,West Central,Medical and Surgical,183,58,125,0.683060109,2023-11-09
2021-01-05,0.714285714,Northeast,Pediatric Intensive Care Unit,7,5,2,0.285714286,2023-11-09
2023-08-01,0.267759563,West Central,Medical and Surgical,183,49,134,0.732240437,2023-11-09
2021-02-11,0.05017301,Metro,Adult Intensive Care Unit,578,29,549,0.94982699,2023-11-09
2020-10-13,0.16025641,Central,Medical and Surgical,780,125,655,0.83974359,2023-11-09
2023-06-24,0.25,Central,Pediatric Intensive Care Unit,4,1,3,0.75,2023-11-09
2023-01-12,0.222222222,Southwest,Adult Intensive Care Unit,18,4,14,0.777777778,2023-11-09
2022-10-24,0.142857143,Northeast,Pediatric Intensive Care Unit,7,1,6,0.857142857,2023-11-09
2021-01-17,0.296089385,Southwest,Medical and Surgical,358,106,252,0.703910615,2023-11-09
2022-11-01,0.285714286,Northwest,Pediatrics,14,4,10,0.714285714,2023-11-09
2021-12-09,0.333333333,Southwest,Pediatrics,12,4,8,0.666666667,2023-11-09
2021-09-30,0.013289037,Metro,Medical and Surgical,3612,48,3564,0.986710963,2023-11-09
2021-11-07,0.148471616,Northwest,Medical and Surgical,229,34,195,0.851528384,2023-11-09
2021-12-31,0.130434783,South Central,Adult Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2022-02-02,0.142857143,Northeast,Pediatrics,42,6,36,0.857142857,2023-11-09
2022-07-17,0.090909091,Northeast,Adult Intensive Care Unit,88,8,80,0.909090909,2023-11-09
2022-10-19,0.027504912,Metro,Adult Intensive Care Unit,509,14,495,0.972495088,2023-11-09
2022-06-20,0.182692308,Central,Adult Intensive Care Unit,104,19,85,0.817307692,2023-11-09
2020-12-23,0.285714286,Northeast,Pediatric Intensive Care Unit,7,2,5,0.714285714,2023-11-09
2020-11-14,0.042105263,Northeast,Adult Intensive Care Unit,95,4,91,0.957894737,2023-11-09
2023-02-23,0.054545455,Metro,Pediatric Intensive Care Unit,110,6,104,0.945454545,2023-11-09
2022-12-21,0.168181818,Northwest,Medical and Surgical,220,37,183,0.831818182,2023-11-09
2021-08-06,0.039548023,Metro,Pediatrics,354,14,340,0.960451977,2023-11-09
2021-11-10,0.217391304,South Central,Adult Intensive Care Unit,23,5,18,0.782608696,2023-11-09
2022-10-03,0.142857143,Northeast,Pediatric Intensive Care Unit,7,1,6,0.857142857,2023-11-09
2021-11-05,0.142857143,Southwest,Adult Intensive Care Unit,21,3,18,0.857142857,2023-11-09
2020-12-05,0.8,West Central,Pediatrics,10,8,2,0.2,2023-11-09
2022-03-22,0.178571429,Central,Pediatrics,28,5,23,0.821428571,2023-11-09
2023-01-02,0.09375,South Central,Adult Intensive Care Unit,32,3,29,0.90625,2023-11-09
2022-11-10,0.142857143,Northeast,Pediatric Intensive Care Unit,7,1,6,0.857142857,2023-11-09
2021-02-04,0.571428571,Northeast,Pediatric Intensive Care Unit,7,4,3,0.428571429,2023-11-09
2021-08-02,0.380952381,Northeast,Pediatrics,42,16,26,0.619047619,2023-11-09
2022-11-13,0.278996865,Southwest,Medical and Surgical,319,89,230,0.721003135,2023-11-09
2021-05-06,1,West Central,Pediatrics,10,10,0,0,2023-11-09
2022-12-09,0.222222222,Southwest,Adult Intensive Care Unit,18,4,14,0.777777778,2023-11-09
2021-06-18,0.139141743,Central,Medical and Surgical,769,107,662,0.860858257,2023-11-09
2022-08-06,0.155555556,Southeast,Pediatrics,45,7,38,0.844444444,2023-11-09
2020-09-05,0.6,West Central,Adult Intensive Care Unit,20,12,8,0.4,2023-11-09
2021-11-25,0.011822931,Metro,Medical and Surgical,3637,43,3594,0.988177069,2023-11-09
2021-11-24,0.142857143,Southwest,Adult Intensive Care Unit,21,3,18,0.857142857,2023-11-09
2022-09-20,0.01754386,Metro,Pediatrics,285,5,280,0.98245614,2023-11-09
2023-03-22,0.25732899,South Central,Medical and Surgical,307,79,228,0.74267101,2023-11-09
2020-12-03,0.063157895,Northeast,Adult Intensive Care Unit,95,6,89,0.936842105,2023-11-09
2021-10-08,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2023-04-27,0,Southeast,Pediatrics,45,0,45,1,2023-11-09
2021-12-05,0.285714286,Southwest,Adult Intensive Care Unit,21,6,15,0.714285714,2023-11-09
2022-06-27,0.133333333,Southeast,Pediatrics,45,6,39,0.866666667,2023-11-09
2021-11-30,0.067153285,Northeast,Medical and Surgical,685,46,639,0.932846715,2023-11-09
2021-01-17,0.25,South Central,Pediatrics,8,2,6,0.75,2023-11-09
2022-02-12,0.178571429,Central,Pediatrics,28,5,23,0.821428571,2023-11-09
2023-07-07,0.05,Northwest,Pediatrics,20,1,19,0.95,2023-11-09
2020-10-19,0.073684211,Northeast,Adult Intensive Care Unit,95,7,88,0.926315789,2023-11-09
2022-09-08,0.068181818,Northeast,Adult Intensive Care Unit,88,6,82,0.931818182,2023-11-09
2022-12-19,0.05,Northwest,Pediatrics,20,1,19,0.95,2023-11-09
2021-11-17,0,South Central,Pediatrics,8,0,8,1,2023-11-09
2022-08-01,0.056818182,Northeast,Adult Intensive Care Unit,88,5,83,0.943181818,2023-11-09
2022-03-30,0,Northwest,Pediatrics,7,0,7,1,2023-11-09
2022-10-21,0.028653295,Southeast,Medical and Surgical,1047,30,1017,0.971346705,2023-11-09
2022-02-08,0.224932249,South Central,Medical and Surgical,369,83,286,0.775067751,2023-11-09
2020-10-09,0.55,West Central,Adult Intensive Care Unit,20,11,9,0.45,2023-11-09
2021-12-20,0.142857143,Southwest,Adult Intensive Care Unit,21,3,18,0.857142857,2023-11-09
2023-01-15,0.09375,South Central,Adult Intensive Care Unit,32,3,29,0.90625,2023-11-09
2021-10-07,0.421052632,West Central,Medical and Surgical,190,80,110,0.578947368,2023-11-09
2021-09-28,0.166666667,Southwest,Pediatrics,12,2,10,0.833333333,2023-11-09
2021-01-25,0.045023054,Metro,Medical and Surgical,3687,166,3521,0.954976946,2023-11-09
2021-05-14,0.380952381,Northeast,Pediatrics,42,16,26,0.619047619,2023-11-09
2021-12-18,0.130434783,South Central,Adult Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2020-11-03,0.126315789,Northeast,Adult Intensive Care Unit,95,12,83,0.873684211,2023-11-09
2022-01-10,0.063636364,Metro,Pediatric Intensive Care Unit,110,7,103,0.936363636,2023-11-09
2022-02-21,0.084635417,Central,Medical and Surgical,768,65,703,0.915364583,2023-11-09
2022-12-20,0.15625,South Central,Adult Intensive Care Unit,32,5,27,0.84375,2023-11-09
2021-02-13,0.132126697,Southeast,Medical and Surgical,1105,146,959,0.867873303,2023-11-09
2021-11-27,0.130434783,South Central,Adult Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2021-04-05,0.333333333,Southwest,Pediatrics,12,4,8,0.666666667,2023-11-09
2020-11-27,0.452380952,Northeast,Pediatrics,42,19,23,0.547619048,2023-11-09
2022-12-03,0.09375,South Central,Adult Intensive Care Unit,32,3,29,0.90625,2023-11-09
2021-08-26,0.8,West Central,Pediatrics,10,8,2,0.2,2023-11-09
2021-03-06,0.03119067,Metro,Medical and Surgical,3687,115,3572,0.96880933,2023-11-09
2023-03-02,0.066666667,Southeast,Pediatrics,45,3,42,0.933333333,2023-11-09
2021-03-14,0.5,South Central,Pediatrics,8,4,4,0.5,2023-11-09
2021-01-07,0.166666667,Southwest,Pediatrics,12,2,10,0.833333333,2023-11-09
2021-01-18,0.714285714,Northeast,Pediatric Intensive Care Unit,7,5,2,0.285714286,2023-11-09
2023-01-31,0.206896552,Central,Pediatrics,29,6,23,0.793103448,2023-11-09
2021-01-02,0.157894737,Northeast,Adult Intensive Care Unit,95,15,80,0.842105263,2023-11-09
2020-12-06,0.571428571,Northeast,Pediatric Intensive Care Unit,7,4,3,0.428571429,2023-11-09
2022-11-30,0.244299674,South Central,Medical and Surgical,307,75,232,0.755700326,2023-11-09
2021-01-21,0.189473684,Northeast,Adult Intensive Care Unit,95,18,77,0.810526316,2023-11-09
2022-09-03,0.428571429,Northeast,Pediatric Intensive Care Unit,7,3,4,0.571428571,2023-11-09
2023-08-26,0.125,Southwest,Pediatrics,16,2,14,0.875,2023-11-09
2020-12-18,0.094736842,Northeast,Adult Intensive Care Unit,95,9,86,0.905263158,2023-11-09
2022-01-23,0.238095238,Southwest,Adult Intensive Care Unit,21,5,16,0.761904762,2023-11-09
2022-02-16,0.304347826,South Central,Adult Intensive Care Unit,23,7,16,0.695652174,2023-11-09
2022-10-08,0.125,Northeast,Adult Intensive Care Unit,88,11,77,0.875,2023-11-09
2022-02-11,0.19047619,Southwest,Adult Intensive Care Unit,21,4,17,0.80952381,2023-11-09
2020-10-16,0.571428571,Northeast,Pediatric Intensive Care Unit,7,4,3,0.428571429,2023-11-09
2022-02-27,0.11790393,Northwest,Medical and Surgical,229,27,202,0.88209607,2023-11-09
2023-08-17,0.049122807,Metro,Pediatrics,285,14,271,0.950877193,2023-11-09
2022-01-17,0.130434783,South Central,Adult Intensive Care Unit,23,3,20,0.869565217,2023-11-09
2020-11-19,0.428571429,Northeast,Pediatric Intensive Care Unit,7,3,4,0.571428571,2023-11-09
2023-05-07,0.5,Central,Pediatric Intensive Care Unit,4,2,2,0.5,2023-11-09
2020-10-22,0.046312178,Metro,Adult Intensive Care Unit,583,27,556,0.953687822,2023-11-09
2022-10-19,0.125,Northeast,Adult Intensive Care Unit,88,11,77,0.875,2023-11-09
2023-04-03,0.038596491,Metro,Pediatrics,285,11,274,0.961403509,2023-11-09
2021-01-29,0.138418079,Metro,Pediatrics,354,49,305,0.861581921,2023-11-09
2020-10-24,0.078900709,Southeast,Medical and Surgical,1128,89,1039,0.921099291,2023-11-09
2022-02-18,0.102189781,Northeast,Medical and Surgical,685,70,615,0.897810219,2023-11-09
2021-11-20,0.154471545,South Central,Medical and Surgical,369,57,312,0.845528455,2023-11-09
