year,week,age_group,new_hosp,mmwr_startdate,mmwr_enddate,pop_size,new_hosp_percap,outcome,report_date
2023,17,18-49,14,2023-04-23,2023-04-29,2294817,0.61,hospitalization,2023-11-16
2023,17,5-11,1,2023-04-23,2023-04-29,509735,0.196,hospitalization,2023-11-16
2023,17,50-64,16,2023-04-23,2023-04-29,1114015,1.436,hospitalization,2023-11-16
2023,17,65-74,35,2023-04-23,2023-04-29,490739,7.132,hospitalization,2023-11-16
2023,17,75-84,34,2023-04-23,2023-04-29,252053,13.489,hospitalization,2023-11-16
2023,17,85+,36,2023-04-23,2023-04-29,115906,31.06,hospitalization,2023-11-16
2023,17,Total,140,2023-04-23,2023-04-29,5562663,2.517,hospitalization,2023-11-16
2023,18,0-4,3,2023-04-30,2023-05-06,351664,0.853,hospitalization,2023-11-16
2023,18,12-17,3,2023-04-30,2023-05-06,433734,0.692,hospitalization,2023-11-16
2023,18,18-49,18,2023-04-30,2023-05-06,2294817,0.784,hospitalization,2023-11-16
2023,18,5-11,0,2023-04-30,2023-05-06,509735,0,hospitalization,2023-11-16
2023,18,50-64,20,2023-04-30,2023-05-06,1114015,1.795,hospitalization,2023-11-16
2023,18,65-74,28,2023-04-30,2023-05-06,490739,5.706,hospitalization,2023-11-16
2023,18,75-84,31,2023-04-30,2023-05-06,252053,12.299,hospitalization,2023-11-16
2023,18,85+,26,2023-04-30,2023-05-06,115906,22.432,hospitalization,2023-11-16
2023,18,Total,129,2023-04-30,2023-05-06,5562663,2.319,hospitalization,2023-11-16
2023,19,0-4,4,2023-05-07,2023-05-13,351664,1.137,hospitalization,2023-11-16
2023,19,12-17,3,2023-05-07,2023-05-13,433734,0.692,hospitalization,2023-11-16
2023,19,18-49,13,2023-05-07,2023-05-13,2294817,0.566,hospitalization,2023-11-16
2023,19,5-11,1,2023-05-07,2023-05-13,509735,0.196,hospitalization,2023-11-16
2023,19,50-64,8,2023-05-07,2023-05-13,1114015,0.718,hospitalization,2023-11-16
2023,19,65-74,21,2023-05-07,2023-05-13,490739,4.279,hospitalization,2023-11-16
2023,19,75-84,29,2023-05-07,2023-05-13,252053,11.506,hospitalization,2023-11-16
2023,19,85+,32,2023-05-07,2023-05-13,115906,27.609,hospitalization,2023-11-16
2023,19,Total,111,2023-05-07,2023-05-13,5562663,1.995,hospitalization,2023-11-16
2023,20,0-4,1,2023-05-14,2023-05-20,351664,0.284,hospitalization,2023-11-16
2023,20,12-17,1,2023-05-14,2023-05-20,433734,0.231,hospitalization,2023-11-16
2023,20,18-49,11,2023-05-14,2023-05-20,2294817,0.479,hospitalization,2023-11-16
2023,20,5-11,0,2023-05-14,2023-05-20,509735,0,hospitalization,2023-11-16
2023,20,50-64,12,2023-05-14,2023-05-20,1114015,1.077,hospitalization,2023-11-16
2023,20,65-74,21,2023-05-14,2023-05-20,490739,4.279,hospitalization,2023-11-16
2023,20,75-84,22,2023-05-14,2023-05-20,252053,8.728,hospitalization,2023-11-16
2023,20,85+,15,2023-05-14,2023-05-20,115906,12.942,hospitalization,2023-11-16
2023,20,Total,83,2023-05-14,2023-05-20,5562663,1.492,hospitalization,2023-11-16
2023,21,0-4,2,2023-05-21,2023-05-27,351664,0.569,hospitalization,2023-11-16
2023,21,12-17,2,2023-05-21,2023-05-27,433734,0.461,hospitalization,2023-11-16
2023,21,18-49,9,2023-05-21,2023-05-27,2294817,0.392,hospitalization,2023-11-16
2023,21,5-11,0,2023-05-21,2023-05-27,509735,0,hospitalization,2023-11-16
2023,21,50-64,13,2023-05-21,2023-05-27,1114015,1.167,hospitalization,2023-11-16
2023,21,65-74,14,2023-05-21,2023-05-27,490739,2.853,hospitalization,2023-11-16
2023,21,75-84,19,2023-05-21,2023-05-27,252053,7.538,hospitalization,2023-11-16
2023,21,85+,20,2023-05-21,2023-05-27,115906,17.255,hospitalization,2023-11-16
2023,21,Total,79,2023-05-21,2023-05-27,5562663,1.42,hospitalization,2023-11-16
2023,22,0-4,0,2023-05-28,2023-06-03,351664,0,hospitalization,2023-11-16
2023,22,12-17,1,2023-05-28,2023-06-03,433734,0.231,hospitalization,2023-11-16
2023,22,18-49,4,2023-05-28,2023-06-03,2294817,0.174,hospitalization,2023-11-16
2023,22,5-11,0,2023-05-28,2023-06-03,509735,0,hospitalization,2023-11-16
2023,22,50-64,12,2023-05-28,2023-06-03,1114015,1.077,hospitalization,2023-11-16
2023,22,65-74,10,2023-05-28,2023-06-03,490739,2.038,hospitalization,2023-11-16
2023,22,75-84,12,2023-05-28,2023-06-03,252053,4.761,hospitalization,2023-11-16
2023,22,85+,8,2023-05-28,2023-06-03,115906,6.902,hospitalization,2023-11-16
2023,22,Total,47,2023-05-28,2023-06-03,5562663,0.845,hospitalization,2023-11-16
2023,23,0-4,1,2023-06-04,2023-06-10,351664,0.284,hospitalization,2023-11-16
2023,23,12-17,0,2023-06-04,2023-06-10,433734,0,hospitalization,2023-11-16
2023,23,18-49,4,2023-06-04,2023-06-10,2294817,0.174,hospitalization,2023-11-16
2023,23,5-11,0,2023-06-04,2023-06-10,509735,0,hospitalization,2023-11-16
2023,23,50-64,5,2023-06-04,2023-06-10,1114015,0.449,hospitalization,2023-11-16
2023,23,65-74,6,2023-06-04,2023-06-10,490739,1.223,hospitalization,2023-11-16
2023,23,75-84,15,2023-06-04,2023-06-10,252053,5.951,hospitalization,2023-11-16
2023,23,85+,9,2023-06-04,2023-06-10,115906,7.765,hospitalization,2023-11-16
2023,23,Total,40,2023-06-04,2023-06-10,5562663,0.719,hospitalization,2023-11-16
2023,24,0-4,0,2023-06-11,2023-06-17,351664,0,hospitalization,2023-11-16
2023,24,12-17,0,2023-06-11,2023-06-17,433734,0,hospitalization,2023-11-16
2023,24,18-49,8,2023-06-11,2023-06-17,2294817,0.349,hospitalization,2023-11-16
2023,24,5-11,0,2023-06-11,2023-06-17,509735,0,hospitalization,2023-11-16
2023,24,50-64,9,2023-06-11,2023-06-17,1114015,0.808,hospitalization,2023-11-16
2023,24,65-74,11,2023-06-11,2023-06-17,490739,2.242,hospitalization,2023-11-16
2023,24,75-84,15,2023-06-11,2023-06-17,252053,5.951,hospitalization,2023-11-16
2023,24,85+,9,2023-06-11,2023-06-17,115906,7.765,hospitalization,2023-11-16
2023,24,Total,52,2023-06-11,2023-06-17,5562663,0.935,hospitalization,2023-11-16
2023,25,0-4,2,2023-06-18,2023-06-24,351664,0.569,hospitalization,2023-11-16
2023,25,12-17,0,2023-06-18,2023-06-24,433734,0,hospitalization,2023-11-16
2023,25,18-49,0,2023-06-18,2023-06-24,2294817,0,hospitalization,2023-11-16
2023,25,5-11,0,2023-06-18,2023-06-24,509735,0,hospitalization,2023-11-16
2023,25,50-64,7,2023-06-18,2023-06-24,1114015,0.628,hospitalization,2023-11-16
2023,25,65-74,6,2023-06-18,2023-06-24,490739,1.223,hospitalization,2023-11-16
2023,25,75-84,18,2023-06-18,2023-06-24,252053,7.141,hospitalization,2023-11-16
2023,25,85+,8,2023-06-18,2023-06-24,115906,6.902,hospitalization,2023-11-16
2023,25,Total,41,2023-06-18,2023-06-24,5562663,0.737,hospitalization,2023-11-16
2023,26,0-4,1,2023-06-25,2023-07-01,351664,0.284,hospitalization,2023-11-16
2023,26,12-17,0,2023-06-25,2023-07-01,433734,0,hospitalization,2023-11-16
2023,26,18-49,3,2023-06-25,2023-07-01,2294817,0.131,hospitalization,2023-11-16
2023,26,5-11,0,2023-06-25,2023-07-01,509735,0,hospitalization,2023-11-16
2023,26,50-64,8,2023-06-25,2023-07-01,1114015,0.718,hospitalization,2023-11-16
2023,26,65-74,9,2023-06-25,2023-07-01,490739,1.834,hospitalization,2023-11-16
2023,26,75-84,18,2023-06-25,2023-07-01,252053,7.141,hospitalization,2023-11-16
2023,26,85+,10,2023-06-25,2023-07-01,115906,8.628,hospitalization,2023-11-16
2023,26,Total,49,2023-06-25,2023-07-01,5562663,0.881,hospitalization,2023-11-16
2023,27,0-4,1,2023-07-02,2023-07-08,351664,0.284,hospitalization,2023-11-16
2023,27,12-17,0,2023-07-02,2023-07-08,433734,0,hospitalization,2023-11-16
2023,27,18-49,3,2023-07-02,2023-07-08,2294817,0.131,hospitalization,2023-11-16
2023,27,5-11,1,2023-07-02,2023-07-08,509735,0.196,hospitalization,2023-11-16
2023,27,50-64,8,2023-07-02,2023-07-08,1114015,0.718,hospitalization,2023-11-16
2023,27,65-74,5,2023-07-02,2023-07-08,490739,1.019,hospitalization,2023-11-16
2023,27,75-84,13,2023-07-02,2023-07-08,252053,5.158,hospitalization,2023-11-16
2023,27,85+,7,2023-07-02,2023-07-08,115906,6.039,hospitalization,2023-11-16
2023,27,Total,38,2023-07-02,2023-07-08,5562663,0.683,hospitalization,2023-11-16
2023,28,0-4,1,2023-07-09,2023-07-15,351664,0.284,hospitalization,2023-11-16
2023,28,12-17,0,2023-07-09,2023-07-15,433734,0,hospitalization,2023-11-16
2023,28,18-49,10,2023-07-09,2023-07-15,2294817,0.436,hospitalization,2023-11-16
2023,28,5-11,0,2023-07-09,2023-07-15,509735,0,hospitalization,2023-11-16
2023,28,50-64,13,2023-07-09,2023-07-15,1114015,1.167,hospitalization,2023-11-16
2023,28,65-74,10,2023-07-09,2023-07-15,490739,2.038,hospitalization,2023-11-16
2023,28,75-84,11,2023-07-09,2023-07-15,252053,4.364,hospitalization,2023-11-16
2023,28,85+,11,2023-07-09,2023-07-15,115906,9.49,hospitalization,2023-11-16
2023,28,Total,56,2023-07-09,2023-07-15,5562663,1.007,hospitalization,2023-11-16
2023,29,0-4,2,2023-07-16,2023-07-22,351664,0.569,hospitalization,2023-11-16
2023,29,12-17,2,2023-07-16,2023-07-22,433734,0.461,hospitalization,2023-11-16
2023,29,18-49,6,2023-07-16,2023-07-22,2294817,0.261,hospitalization,2023-11-16
2023,29,5-11,0,2023-07-16,2023-07-22,509735,0,hospitalization,2023-11-16
2023,29,50-64,14,2023-07-16,2023-07-22,1114015,1.257,hospitalization,2023-11-16
2023,29,65-74,12,2023-07-16,2023-07-22,490739,2.445,hospitalization,2023-11-16
2023,29,75-84,13,2023-07-16,2023-07-22,252053,5.158,hospitalization,2023-11-16
2023,29,85+,31,2023-07-16,2023-07-22,115906,26.746,hospitalization,2023-11-16
2023,29,Total,80,2023-07-16,2023-07-22,5562663,1.438,hospitalization,2023-11-16
2023,30,0-4,0,2023-07-23,2023-07-29,351664,0,hospitalization,2023-11-16
2023,30,12-17,1,2023-07-23,2023-07-29,433734,0.231,hospitalization,2023-11-16
2023,30,18-49,4,2023-07-23,2023-07-29,2294817,0.174,hospitalization,2023-11-16
2023,30,5-11,0,2023-07-23,2023-07-29,509735,0,hospitalization,2023-11-16
2023,30,50-64,13,2023-07-23,2023-07-29,1114015,1.167,hospitalization,2023-11-16
2023,30,65-74,16,2023-07-23,2023-07-29,490739,3.26,hospitalization,2023-11-16
2023,30,75-84,25,2023-07-23,2023-07-29,252053,9.919,hospitalization,2023-11-16
2023,30,85+,9,2023-07-23,2023-07-29,115906,7.765,hospitalization,2023-11-16
2023,30,Total,68,2023-07-23,2023-07-29,5562663,1.222,hospitalization,2023-11-16
2023,31,0-4,3,2023-07-30,2023-08-05,351664,0.853,hospitalization,2023-11-16
2023,31,12-17,1,2023-07-30,2023-08-05,433734,0.231,hospitalization,2023-11-16
2023,31,18-49,22,2023-07-30,2023-08-05,2294817,0.959,hospitalization,2023-11-16
2023,31,5-11,0,2023-07-30,2023-08-05,509735,0,hospitalization,2023-11-16
2023,31,50-64,9,2023-07-30,2023-08-05,1114015,0.808,hospitalization,2023-11-16
2023,31,65-74,26,2023-07-30,2023-08-05,490739,5.298,hospitalization,2023-11-16
2023,31,75-84,19,2023-07-30,2023-08-05,252053,7.538,hospitalization,2023-11-16
2023,31,85+,25,2023-07-30,2023-08-05,115906,21.569,hospitalization,2023-11-16
2023,31,Total,105,2023-07-30,2023-08-05,5562663,1.888,hospitalization,2023-11-16
2023,32,0-4,4,2023-08-06,2023-08-12,351664,1.137,hospitalization,2023-11-16
2023,32,12-17,2,2023-08-06,2023-08-12,433734,0.461,hospitalization,2023-11-16
2023,32,18-49,20,2023-08-06,2023-08-12,2294817,0.872,hospitalization,2023-11-16
2023,32,5-11,2,2023-08-06,2023-08-12,509735,0.392,hospitalization,2023-11-16
2023,32,50-64,21,2023-08-06,2023-08-12,1114015,1.885,hospitalization,2023-11-16
2023,32,65-74,16,2023-08-06,2023-08-12,490739,3.26,hospitalization,2023-11-16
2023,32,75-84,35,2023-08-06,2023-08-12,252053,13.886,hospitalization,2023-11-16
2023,32,85+,24,2023-08-06,2023-08-12,115906,20.706,hospitalization,2023-11-16
2023,32,Total,124,2023-08-06,2023-08-12,5562663,2.229,hospitalization,2023-11-16
2023,33,0-4,3,2023-08-13,2023-08-19,351664,0.853,hospitalization,2023-11-16
2023,33,12-17,0,2023-08-13,2023-08-19,433734,0,hospitalization,2023-11-16
2023,33,18-49,18,2023-08-13,2023-08-19,2294817,0.784,hospitalization,2023-11-16
2023,33,5-11,0,2023-08-13,2023-08-19,509735,0,hospitalization,2023-11-16
2023,33,50-64,23,2023-08-13,2023-08-19,1114015,2.065,hospitalization,2023-11-16
2023,33,65-74,17,2023-08-13,2023-08-19,490739,3.464,hospitalization,2023-11-16
2023,33,75-84,45,2023-08-13,2023-08-19,252053,17.853,hospitalization,2023-11-16
2023,33,85+,32,2023-08-13,2023-08-19,115906,27.609,hospitalization,2023-11-16
2023,33,Total,138,2023-08-13,2023-08-19,5562663,2.481,hospitalization,2023-11-16
2023,34,0-4,3,2023-08-20,2023-08-26,351664,0.853,hospitalization,2023-11-16
2023,34,12-17,1,2023-08-20,2023-08-26,433734,0.231,hospitalization,2023-11-16
2023,34,18-49,19,2023-08-20,2023-08-26,2294817,0.828,hospitalization,2023-11-16
2023,34,5-11,1,2023-08-20,2023-08-26,509735,0.196,hospitalization,2023-11-16
2023,34,50-64,25,2023-08-20,2023-08-26,1114015,2.244,hospitalization,2023-11-16
2023,34,65-74,29,2023-08-20,2023-08-26,490739,5.909,hospitalization,2023-11-16
2023,34,75-84,48,2023-08-20,2023-08-26,252053,19.044,hospitalization,2023-11-16
2023,34,85+,44,2023-08-20,2023-08-26,115906,37.962,hospitalization,2023-11-16
2023,34,Total,170,2023-08-20,2023-08-26,5562663,3.056,hospitalization,2023-11-16
2023,35,0-4,3,2023-08-27,2023-09-02,351664,0.853,hospitalization,2023-11-16
2023,35,12-17,0,2023-08-27,2023-09-02,433734,0,hospitalization,2023-11-16
2023,35,18-49,31,2023-08-27,2023-09-02,2294817,1.351,hospitalization,2023-11-16
2023,35,5-11,1,2023-08-27,2023-09-02,509735,0.196,hospitalization,2023-11-16
2023,35,50-64,27,2023-08-27,2023-09-02,1114015,2.424,hospitalization,2023-11-16
2023,35,65-74,37,2023-08-27,2023-09-02,490739,7.54,hospitalization,2023-11-16
2023,35,75-84,49,2023-08-27,2023-09-02,252053,19.44,hospitalization,2023-11-16
2023,35,85+,45,2023-08-27,2023-09-02,115906,38.825,hospitalization,2023-11-16
2023,35,Total,193,2023-08-27,2023-09-02,5562663,3.47,hospitalization,2023-11-16
2023,36,0-4,7,2023-09-03,2023-09-09,351664,1.991,hospitalization,2023-11-16
2023,36,12-17,1,2023-09-03,2023-09-09,433734,0.231,hospitalization,2023-11-16
2023,36,18-49,31,2023-09-03,2023-09-09,2294817,1.351,hospitalization,2023-11-16
2023,36,5-11,2,2023-09-03,2023-09-09,509735,0.392,hospitalization,2023-11-16
2023,36,50-64,26,2023-09-03,2023-09-09,1114015,2.334,hospitalization,2023-11-16
2023,36,65-74,33,2023-09-03,2023-09-09,490739,6.725,hospitalization,2023-11-16
2023,36,75-84,53,2023-09-03,2023-09-09,252053,21.027,hospitalization,2023-11-16
2023,36,85+,43,2023-09-03,2023-09-09,115906,37.099,hospitalization,2023-11-16
2023,36,Total,196,2023-09-03,2023-09-09,5562663,3.523,hospitalization,2023-11-16
2023,37,0-4,6,2023-09-10,2023-09-16,351664,1.706,hospitalization,2023-11-16
2023,37,12-17,6,2023-09-10,2023-09-16,433734,1.383,hospitalization,2023-11-16
2023,37,18-49,27,2023-09-10,2023-09-16,2294817,1.177,hospitalization,2023-11-16
2023,37,5-11,0,2023-09-10,2023-09-16,509735,0,hospitalization,2023-11-16
2023,37,50-64,23,2023-09-10,2023-09-16,1114015,2.065,hospitalization,2023-11-16
2023,37,65-74,40,2023-09-10,2023-09-16,490739,8.151,hospitalization,2023-11-16
2023,37,75-84,63,2023-09-10,2023-09-16,252053,24.995,hospitalization,2023-11-16
2023,37,85+,45,2023-09-10,2023-09-16,115906,38.825,hospitalization,2023-11-16
2023,37,Total,210,2023-09-10,2023-09-16,5562663,3.775,hospitalization,2023-11-16
2023,38,0-4,4,2023-09-17,2023-09-23,351664,1.137,hospitalization,2023-11-16
2023,38,12-17,1,2023-09-17,2023-09-23,433734,0.231,hospitalization,2023-11-16
2023,38,18-49,35,2023-09-17,2023-09-23,2294817,1.525,hospitalization,2023-11-16
2023,38,5-11,0,2023-09-17,2023-09-23,509735,0,hospitalization,2023-11-16
2023,38,50-64,43,2023-09-17,2023-09-23,1114015,3.86,hospitalization,2023-11-16
2023,38,65-74,51,2023-09-17,2023-09-23,490739,10.392,hospitalization,2023-11-16
2023,38,75-84,77,2023-09-17,2023-09-23,252053,30.549,hospitalization,2023-11-16
2023,38,85+,47,2023-09-17,2023-09-23,115906,40.55,hospitalization,2023-11-16
2023,38,Total,258,2023-09-17,2023-09-23,5562663,4.638,hospitalization,2023-11-16
2023,39,0-4,6,2023-09-24,2023-09-30,351664,1.706,hospitalization,2023-11-16
2023,39,12-17,2,2023-09-24,2023-09-30,433734,0.461,hospitalization,2023-11-16
2023,39,18-49,38,2023-09-24,2023-09-30,2294817,1.656,hospitalization,2023-11-16
2023,39,5-11,3,2023-09-24,2023-09-30,509735,0.589,hospitalization,2023-11-16
2023,39,50-64,35,2023-09-24,2023-09-30,1114015,3.142,hospitalization,2023-11-16
2023,39,65-74,58,2023-09-24,2023-09-30,490739,11.819,hospitalization,2023-11-16
2023,39,75-84,72,2023-09-24,2023-09-30,252053,28.565,hospitalization,2023-11-16
2023,39,85+,59,2023-09-24,2023-09-30,115906,50.903,hospitalization,2023-11-16
2023,39,Total,273,2023-09-24,2023-09-30,5562663,4.908,hospitalization,2023-11-16
2023,40,0-4,6,2023-10-01,2023-10-07,351664,1.706,hospitalization,2023-11-16
2023,40,12-17,3,2023-10-01,2023-10-07,433734,0.692,hospitalization,2023-11-16
2023,40,18-49,25,2023-10-01,2023-10-07,2294817,1.089,hospitalization,2023-11-16
2023,40,5-11,0,2023-10-01,2023-10-07,509735,0,hospitalization,2023-11-16
2023,40,50-64,41,2023-10-01,2023-10-07,1114015,3.68,hospitalization,2023-11-16
2023,40,65-74,44,2023-10-01,2023-10-07,490739,8.966,hospitalization,2023-11-16
2023,40,75-84,66,2023-10-01,2023-10-07,252053,26.185,hospitalization,2023-11-16
2023,40,85+,46,2023-10-01,2023-10-07,115906,39.687,hospitalization,2023-11-16
2023,40,Total,231,2023-10-01,2023-10-07,5562663,4.153,hospitalization,2023-11-16
2023,41,0-4,5,2023-10-08,2023-10-14,351664,1.422,hospitalization,2023-11-16
2023,41,12-17,3,2023-10-08,2023-10-14,433734,0.692,hospitalization,2023-11-16
2023,41,18-49,42,2023-10-08,2023-10-14,2294817,1.83,hospitalization,2023-11-16
2023,41,5-11,2,2023-10-08,2023-10-14,509735,0.392,hospitalization,2023-11-16
2023,41,50-64,22,2023-10-08,2023-10-14,1114015,1.975,hospitalization,2023-11-16
2023,41,65-74,46,2023-10-08,2023-10-14,490739,9.374,hospitalization,2023-11-16
2023,41,75-84,68,2023-10-08,2023-10-14,252053,26.978,hospitalization,2023-11-16
2023,41,85+,90,2023-10-08,2023-10-14,115906,77.649,hospitalization,2023-11-16
2023,41,Total,278,2023-10-08,2023-10-14,5562663,4.998,hospitalization,2023-11-16
2023,42,0-4,4,2023-10-15,2023-10-21,351664,1.137,hospitalization,2023-11-16
2023,42,12-17,1,2023-10-15,2023-10-21,433734,0.231,hospitalization,2023-11-16
2023,42,18-49,29,2023-10-15,2023-10-21,2294817,1.264,hospitalization,2023-11-16
2023,42,5-11,1,2023-10-15,2023-10-21,509735,0.196,hospitalization,2023-11-16
2023,42,50-64,46,2023-10-15,2023-10-21,1114015,4.129,hospitalization,2023-11-16
2023,42,65-74,60,2023-10-15,2023-10-21,490739,12.226,hospitalization,2023-11-16
2023,42,75-84,66,2023-10-15,2023-10-21,252053,26.185,hospitalization,2023-11-16
2023,42,85+,93,2023-10-15,2023-10-21,115906,80.237,hospitalization,2023-11-16
2023,42,Total,300,2023-10-15,2023-10-21,5562663,5.393,hospitalization,2023-11-16
2023,43,0-4,1,2023-10-22,2023-10-28,351664,0.284,hospitalization,2023-11-16
2023,43,12-17,2,2023-10-22,2023-10-28,433734,0.461,hospitalization,2023-11-16
2023,43,18-49,20,2023-10-22,2023-10-28,2294817,0.872,hospitalization,2023-11-16
2023,43,5-11,1,2023-10-22,2023-10-28,509735,0.196,hospitalization,2023-11-16
2023,43,50-64,32,2023-10-22,2023-10-28,1114015,2.872,hospitalization,2023-11-16
2023,43,65-74,63,2023-10-22,2023-10-28,490739,12.838,hospitalization,2023-11-16
2023,43,75-84,71,2023-10-22,2023-10-28,252053,28.169,hospitalization,2023-11-16
2023,43,85+,63,2023-10-22,2023-10-28,115906,54.354,hospitalization,2023-11-16
2023,43,Total,253,2023-10-22,2023-10-28,5562663,4.548,hospitalization,2023-11-16
2023,44,0-4,6,2023-10-29,2023-11-04,351664,1.706,hospitalization,2023-11-16
2023,44,12-17,7,2023-10-29,2023-11-04,433734,1.614,hospitalization,2023-11-16
2023,44,18-49,36,2023-10-29,2023-11-04,2294817,1.569,hospitalization,2023-11-16
2023,44,5-11,1,2023-10-29,2023-11-04,509735,0.196,hospitalization,2023-11-16
2023,44,50-64,29,2023-10-29,2023-11-04,1114015,2.603,hospitalization,2023-11-16
2023,44,65-74,50,2023-10-29,2023-11-04,490739,10.189,hospitalization,2023-11-16
2023,44,75-84,55,2023-10-29,2023-11-04,252053,21.821,hospitalization,2023-11-16
2023,44,85+,53,2023-10-29,2023-11-04,115906,45.727,hospitalization,2023-11-16
2023,44,Total,237,2023-10-29,2023-11-04,5562663,4.261,hospitalization,2023-11-16
2023,45,0-4,3,2023-11-05,2023-11-11,351664,0.853,hospitalization,2023-11-16
2023,45,12-17,0,2023-11-05,2023-11-11,433734,0,hospitalization,2023-11-16
2023,45,18-49,15,2023-11-05,2023-11-11,2294817,0.654,hospitalization,2023-11-16
2023,45,5-11,0,2023-11-05,2023-11-11,509735,0,hospitalization,2023-11-16
2023,45,50-64,22,2023-11-05,2023-11-11,1114015,1.975,hospitalization,2023-11-16
2023,45,65-74,45,2023-11-05,2023-11-11,490739,9.17,hospitalization,2023-11-16
2023,45,75-84,56,2023-11-05,2023-11-11,252053,22.218,hospitalization,2023-11-16
2023,45,85+,43,2023-11-05,2023-11-11,115906,37.099,hospitalization,2023-11-16
2023,45,Total,184,2023-11-05,2023-11-11,5562663,3.308,hospitalization,2023-11-16
2023,46,0-4,0,2023-11-12,2023-11-18,351664,0,hospitalization,2023-11-16
2023,46,12-17,0,2023-11-12,2023-11-18,433734,0,hospitalization,2023-11-16
2023,46,18-49,0,2023-11-12,2023-11-18,2294817,0,hospitalization,2023-11-16
2023,46,5-11,0,2023-11-12,2023-11-18,509735,0,hospitalization,2023-11-16
2023,46,50-64,0,2023-11-12,2023-11-18,1114015,0,hospitalization,2023-11-16
2023,46,65-74,1,2023-11-12,2023-11-18,490739,0.204,hospitalization,2023-11-16
2023,46,75-84,0,2023-11-12,2023-11-18,252053,0,hospitalization,2023-11-16
2023,46,85+,0,2023-11-12,2023-11-18,115906,0,hospitalization,2023-11-16
2023,46,Total,1,2023-11-12,2023-11-18,5562663,0.018,hospitalization,2023-11-16
2020,10,0-4,0,2020-03-01,2020-03-07,351664,0,icu,2023-11-16
2020,10,12-17,0,2020-03-01,2020-03-07,433734,0,icu,2023-11-16
2020,10,18-49,0,2020-03-01,2020-03-07,2294817,0,icu,2023-11-16
2020,10,5-11,0,2020-03-01,2020-03-07,509735,0,icu,2023-11-16
2020,10,50-64,0,2020-03-01,2020-03-07,1114015,0,icu,2023-11-16
2020,10,65-74,0,2020-03-01,2020-03-07,490739,0,icu,2023-11-16
2020,10,75-84,0,2020-03-01,2020-03-07,252053,0,icu,2023-11-16
2020,10,85+,0,2020-03-01,2020-03-07,115906,0,icu,2023-11-16
2020,10,Total,0,2020-03-01,2020-03-07,5562663,0,icu,2023-11-16
2020,11,0-4,0,2020-03-08,2020-03-14,351664,0,icu,2023-11-16
2020,11,12-17,0,2020-03-08,2020-03-14,433734,0,icu,2023-11-16
2020,11,18-49,1,2020-03-08,2020-03-14,2294817,0.044,icu,2023-11-16
2020,11,5-11,0,2020-03-08,2020-03-14,509735,0,icu,2023-11-16
2020,11,50-64,0,2020-03-08,2020-03-14,1114015,0,icu,2023-11-16
2020,11,65-74,0,2020-03-08,2020-03-14,490739,0,icu,2023-11-16
2020,11,75-84,0,2020-03-08,2020-03-14,252053,0,icu,2023-11-16
2020,11,85+,0,2020-03-08,2020-03-14,115906,0,icu,2023-11-16
2020,11,Total,1,2020-03-08,2020-03-14,5562663,0.018,icu,2023-11-16
2020,12,0-4,0,2020-03-15,2020-03-21,351664,0,icu,2023-11-16
2020,12,12-17,0,2020-03-15,2020-03-21,433734,0,icu,2023-11-16
2020,12,18-49,2,2020-03-15,2020-03-21,2294817,0.087,icu,2023-11-16
2020,12,5-11,0,2020-03-15,2020-03-21,509735,0,icu,2023-11-16
2020,12,50-64,0,2020-03-15,2020-03-21,1114015,0,icu,2023-11-16
2020,12,65-74,1,2020-03-15,2020-03-21,490739,0.204,icu,2023-11-16
2020,12,75-84,2,2020-03-15,2020-03-21,252053,0.793,icu,2023-11-16
2020,12,85+,1,2020-03-15,2020-03-21,115906,0.863,icu,2023-11-16
2020,12,Total,6,2020-03-15,2020-03-21,5562663,0.108,icu,2023-11-16
2020,13,0-4,0,2020-03-22,2020-03-28,351664,0,icu,2023-11-16
2020,13,12-17,0,2020-03-22,2020-03-28,433734,0,icu,2023-11-16
2020,13,18-49,7,2020-03-22,2020-03-28,2294817,0.305,icu,2023-11-16
2020,13,5-11,0,2020-03-22,2020-03-28,509735,0,icu,2023-11-16
2020,13,50-64,15,2020-03-22,2020-03-28,1114015,1.346,icu,2023-11-16
2020,13,65-74,10,2020-03-22,2020-03-28,490739,2.038,icu,2023-11-16
2020,13,75-84,4,2020-03-22,2020-03-28,252053,1.587,icu,2023-11-16
2020,13,85+,3,2020-03-22,2020-03-28,115906,2.588,icu,2023-11-16
2020,13,Total,39,2020-03-22,2020-03-28,5562663,0.701,icu,2023-11-16
2020,14,0-4,0,2020-03-29,2020-04-04,351664,0,icu,2023-11-16
2020,14,12-17,1,2020-03-29,2020-04-04,433734,0.231,icu,2023-11-16
2020,14,18-49,5,2020-03-29,2020-04-04,2294817,0.218,icu,2023-11-16
2020,14,5-11,0,2020-03-29,2020-04-04,509735,0,icu,2023-11-16
2020,14,50-64,16,2020-03-29,2020-04-04,1114015,1.436,icu,2023-11-16
2020,14,65-74,17,2020-03-29,2020-04-04,490739,3.464,icu,2023-11-16
2020,14,75-84,9,2020-03-29,2020-04-04,252053,3.571,icu,2023-11-16
2020,14,85+,4,2020-03-29,2020-04-04,115906,3.451,icu,2023-11-16
2020,14,Total,52,2020-03-29,2020-04-04,5562663,0.935,icu,2023-11-16
2020,15,0-4,0,2020-04-05,2020-04-11,351664,0,icu,2023-11-16
2020,15,12-17,0,2020-04-05,2020-04-11,433734,0,icu,2023-11-16
